question,answer,type,entities,timestamp,error
Organic farming methods for wheat,"Organic farming for wheat:
• Soil preparation: Green manure, compost addition
• Varieties: Use traditional or organic-certified varieties
• Pest control: Neem-based products, biological controls
• Disease control: Bio-fungicides, resistant varieties
• Certification: Requires 3-year conversion period
• Yield: May be 10-20% lower initially",practical,['wheat'],2026-02-11T09:30:11.073752,
When to harvest cotton?,"Harvesting cotton:
• Timing: When grains are hard and moisture is 20-25%
• Signs: Yellowing of leaves, hard grains
• Method: Manual or combine harvester
• Post-harvest: Dry to 12-14% moisture before storage
• Storage: Clean, dry, rodent-proof containers",practical,['cotton'],2026-02-11T09:30:11.074752,
How to cultivate maize successfully?,"🌱 Maize COMPLETE CULTIVATION GUIDE 🌱

📅 SEASON & DURATION:
• Growing season: kharif
• Duration: 80-110 days

🌱 SOIL REQUIREMENTS:
• Best soil: well-drained loamy, sandy loam
• Ideal pH: 5.8-7.0

🌡️ CLIMATIC CONDITIONS:
• Temperature: 18-27°C
• Water: moderate

📍 MAJOR GROWING REGIONS:
• Karnataka, Madhya Pradesh, Rajasthan

🎯 RECOMMENDED VARIETIES:
• HQPM-1, Pioneer, NK-6240

💊 FERTILIZER RECOMMENDATION:
• NPK 150:75:75
• Additional: urea, SSP

🐛 PEST MANAGEMENT:
• Common pests: stem borer, armyworm, shoot fly
• Control: Use IPM, biological controls

🦠 DISEASE CONTROL:
• Common diseases: leaf blight, stalk rot, rust
• Prevention: Resistant varieties, crop rotation

💧 WATER MANAGEMENT:
• Critical stages: Flowering, grain filling
• Avoid waterlogging

📈 YIELD IMPROVEMENT:
• Timely operations
• Balanced fertilization
• Proper pest control
• Optimal planting density",crop_general,['maize'],2026-02-11T09:30:11.055085,
What are the requirements for wheat cultivation?,"🌱 Wheat COMPLETE CULTIVATION GUIDE 🌱

📅 SEASON & DURATION:
• Growing season: rabi
• Duration: 110-120 days

🌱 SOIL REQUIREMENTS:
• Best soil: loamy, clay loam, well-drained
• Ideal pH: 6.0-7.5

🌡️ CLIMATIC CONDITIONS:
• Temperature: 10-25°C
• Water: moderate

📍 MAJOR GROWING REGIONS:
• Punjab, Haryana, Uttar Pradesh

🎯 RECOMMENDED VARIETIES:
• HD-2967, PBW-550, WH-1105

💊 FERTILIZER RECOMMENDATION:
• NPK 120:60:40
• Additional: urea, DAP

🐛 PEST MANAGEMENT:
• Common pests: aphids, armyworm, termites
• Control: Use IPM, biological controls

🦠 DISEASE CONTROL:
• Common diseases: rust, smut, powdery mildew
• Prevention: Resistant varieties, crop rotation

💧 WATER MANAGEMENT:
• Critical stages: Flowering, grain filling
• Avoid waterlogging

📈 YIELD IMPROVEMENT:
• Timely operations
• Balanced fertilization
• Proper pest control
• Optimal planting density",crop_general,['wheat'],2026-02-11T09:30:11.057992,
rice vs wheat: which requires more water?,"🌾 COMPARISON: Rice vs Wheat

Rice:
• Season: kharif
• Soil: clay
• Water: high
• Duration: 90-150 days
• Main regions: West Bengal, Andhra Pradesh

Wheat:
• Season: rabi
• Soil: loamy
• Water: moderate
• Duration: 110-120 days
• Main regions: Punjab, Haryana

📈 KEY DIFFERENCES:
• Water requirement: Higher
• Season: Different
• Duration: Longer

💡 CHOICE DEPENDS ON:
• Your soil type
• Water availability
• Market demand
• Season in your region",comparison_crop,"['rice', 'wheat']",2026-02-11T09:30:11.079763,
maize cultivation guide,"🌱 Maize COMPLETE CULTIVATION GUIDE 🌱

📅 SEASON & DURATION:
• Growing season: kharif
• Duration: 80-110 days

🌱 SOIL REQUIREMENTS:
• Best soil: well-drained loamy, sandy loam
• Ideal pH: 5.8-7.0

🌡️ CLIMATIC CONDITIONS:
• Temperature: 18-27°C
• Water: moderate

📍 MAJOR GROWING REGIONS:
• Karnataka, Madhya Pradesh, Rajasthan

🎯 RECOMMENDED VARIETIES:
• HQPM-1, Pioneer, NK-6240

💊 FERTILIZER RECOMMENDATION:
• NPK 150:75:75
• Additional: urea, SSP

🐛 PEST MANAGEMENT:
• Common pests: stem borer, armyworm, shoot fly
• Control: Use IPM, biological controls

🦠 DISEASE CONTROL:
• Common diseases: leaf blight, stalk rot, rust
• Prevention: Resistant varieties, crop rotation

💧 WATER MANAGEMENT:
• Critical stages: Flowering, grain filling
• Avoid waterlogging

📈 YIELD IMPROVEMENT:
• Timely operations
• Balanced fertilization
• Proper pest control
• Optimal planting density",crop_general,['maize'],2026-02-11T09:30:11.064006,
How to prepare land for rice?,"Land preparation for rice:
1. Clear previous crop residues
2. Plough 2-3 times for fine tilth
3. Level the field properly
4. Add basal fertilizer: NPK 100 if available
5. Make irrigation channels
6. Pre-sowing irrigation if needed
Time required: 10-15 days before sowing",practical,['rice'],2026-02-11T09:30:11.078762,
Tell me about maize farming.,"🌱 Maize COMPLETE CULTIVATION GUIDE 🌱

📅 SEASON & DURATION:
• Growing season: kharif
• Duration: 80-110 days

🌱 SOIL REQUIREMENTS:
• Best soil: well-drained loamy, sandy loam
• Ideal pH: 5.8-7.0

🌡️ CLIMATIC CONDITIONS:
• Temperature: 18-27°C
• Water: moderate

📍 MAJOR GROWING REGIONS:
• Karnataka, Madhya Pradesh, Rajasthan

🎯 RECOMMENDED VARIETIES:
• HQPM-1, Pioneer, NK-6240

💊 FERTILIZER RECOMMENDATION:
• NPK 150:75:75
• Additional: urea, SSP

🐛 PEST MANAGEMENT:
• Common pests: stem borer, armyworm, shoot fly
• Control: Use IPM, biological controls

🦠 DISEASE CONTROL:
• Common diseases: leaf blight, stalk rot, rust
• Prevention: Resistant varieties, crop rotation

💧 WATER MANAGEMENT:
• Critical stages: Flowering, grain filling
• Avoid waterlogging

📈 YIELD IMPROVEMENT:
• Timely operations
• Balanced fertilization
• Proper pest control
• Optimal planting density",crop_general,['maize'],2026-02-11T09:30:11.063006,
Cost of cultivating wheat per acre,"Cost of cultivating wheat (per acre approx):
• Seeds: ₹2000-4000
• Fertilizers: ₹3000-5000
• Pesticides: ₹1500-3000
• Irrigation: ₹2000-4000
• Labor: ₹5000-8000
• Machinery: ₹2000-3000
• Total cost: ₹15,000-25,000
• Expected yield: 2-4 tons
• Net profit: ₹20,000-40,000 (varies by market price)",practical,['wheat'],2026-02-11T09:30:11.082282,
sugarcane vs maize: which requires more water?,"🌾 COMPARISON: Sugarcane vs Maize

Sugarcane:
• Season: throughout year
• Soil: deep fertile loamy
• Water: high
• Duration: 12-18 months
• Main regions: Maharashtra, Uttar Pradesh

Maize:
• Season: kharif
• Soil: well-drained loamy
• Water: moderate
• Duration: 80-110 days
• Main regions: Karnataka, Madhya Pradesh

📈 KEY DIFFERENCES:
• Water requirement: Higher
• Season: Different
• Duration: Shorter

💡 CHOICE DEPENDS ON:
• Your soil type
• Water availability
• Market demand
• Season in your region",comparison_crop,"['sugarcane', 'maize']",2026-02-11T09:30:11.073752,
Which is better: loamy or sandy soil?,"📊 COMPARISON: Loamy vs Sandy Soil

Loamy Soil:
• Texture: medium
• Drainage: good
• Water holding: good
• Nutrients: moderate
• Suitable crops: most crops, vegetables, fruits

Sandy Soil:
• Texture: coarse
• Drainage: excellent
• Water holding: poor
• Nutrients: low
• Suitable crops: groundnut, watermelon, carrot

🎯 RECOMMENDATION:
• Choose loamy for: specific crops
• Choose sandy for: different needs
• Most versatile: Loamy soil is generally best for most crops",comparison_soil,"['loamy', 'sandy']",2026-02-11T09:30:11.061011,
Irrigation methods for rice,"Irrigation methods for rice:
• Traditional: Flood irrigation (higher water use)
• Efficient: Drip irrigation (saves 30-50% water)
• Sprinkler: Good for light soils
• Critical stages: Tillering, flowering, grain filling
• Interval: 3-5 days",practical,['rice'],2026-02-11T09:30:11.072751,
Common diseases of sugarcane?,"🌱 Sugarcane COMPLETE CULTIVATION GUIDE 🌱

📅 SEASON & DURATION:
• Growing season: throughout year
• Duration: 12-18 months

🌱 SOIL REQUIREMENTS:
• Best soil: deep fertile loamy, well-drained
• Ideal pH: 6.5-7.5

🌡️ CLIMATIC CONDITIONS:
• Temperature: 20-30°C
• Water: high

📍 MAJOR GROWING REGIONS:
• Maharashtra, Uttar Pradesh, Karnataka

🎯 RECOMMENDED VARIETIES:
• Co-86032, Co-419, CoC-671

💊 FERTILIZER RECOMMENDATION:
• NPK 250:115:115
• Additional: urea, organic manure

🐛 PEST MANAGEMENT:
• Common pests: top borer, root borer, scale insect
• Control: Use IPM, biological controls

🦠 DISEASE CONTROL:
• Common diseases: red rot, smut, rust
• Prevention: Resistant varieties, crop rotation

💧 WATER MANAGEMENT:
• Critical stages: Flowering, grain filling
• Avoid waterlogging

📈 YIELD IMPROVEMENT:
• Timely operations
• Balanced fertilization
• Proper pest control
• Optimal planting density",crop_specific,['sugarcane'],2026-02-11T09:30:11.075755,
Tell me about loamy soil,"🌍 Loamy SOIL COMPLETE PROFILE 🌍

📊 BASIC PROPERTIES:
• Texture: medium
• Drainage: good
• Nutrient content: moderate
• Water holding capacity: good
• pH range: 6.0-7.5

🌱 SUITABLE CROPS:
• most crops, vegetables, fruits, cereals, pulses

⚠️ COMMON PROBLEMS:
• erosion if not managed, requires regular organic addition

🔧 IMPROVEMENT METHODS:
1. maintain organic content
2. crop rotation
3. balanced fertilization


💧 WATER MANAGEMENT:
• Irrigation frequency: Moderate
• Best irrigation: Any efficient method

🌾 FERTILIZER STRATEGY:
• Balanced applications
• Organic matter: Essential for improvement
• Soil testing: Recommended annually",soil_general,['loamy'],2026-02-11T09:30:11.064006,
Which is better: black or sandy soil?,"📊 COMPARISON: Black vs Sandy Soil

Black Soil:
• Texture: clayey
• Drainage: poor when wet
• Water holding: good
• Nutrients: high in calcium/magnesium
• Suitable crops: cotton, sugarcane, wheat

Sandy Soil:
• Texture: coarse
• Drainage: excellent
• Water holding: poor
• Nutrients: low
• Suitable crops: groundnut, watermelon, carrot

🎯 RECOMMENDATION:
• Choose black for: specific crops
• Choose sandy for: different needs
• Most versatile: Depends on crop requirements",comparison_soil,"['black', 'sandy']",2026-02-11T09:30:11.074752,
How to invest in mutual funds?,"I specialize only in agriculture-related topics. Please ask about crops, soil types, farming practices, irrigation methods, pest control, harvest techniques, or any other agriculture subject.",out_of_domain,[],2026-02-11T09:30:11.087281,
Difference between cotton and maize,"🌾 COMPARISON: Cotton vs Maize

Cotton:
• Season: kharif
• Soil: black cotton soil
• Water: moderate
• Duration: 150-180 days
• Main regions: Gujarat, Maharashtra

Maize:
• Season: kharif
• Soil: well-drained loamy
• Water: moderate
• Duration: 80-110 days
• Main regions: Karnataka, Madhya Pradesh

📈 KEY DIFFERENCES:
• Water requirement: Similar
• Season: Similar
• Duration: Shorter

💡 CHOICE DEPENDS ON:
• Your soil type
• Water availability
• Market demand
• Season in your region",comparison_crop,"['cotton', 'maize']",2026-02-11T09:30:11.067006,
Pests affecting maize?,"🌱 Maize COMPLETE CULTIVATION GUIDE 🌱

📅 SEASON & DURATION:
• Growing season: kharif
• Duration: 80-110 days

🌱 SOIL REQUIREMENTS:
• Best soil: well-drained loamy, sandy loam
• Ideal pH: 5.8-7.0

🌡️ CLIMATIC CONDITIONS:
• Temperature: 18-27°C
• Water: moderate

📍 MAJOR GROWING REGIONS:
• Karnataka, Madhya Pradesh, Rajasthan

🎯 RECOMMENDED VARIETIES:
• HQPM-1, Pioneer, NK-6240

💊 FERTILIZER RECOMMENDATION:
• NPK 150:75:75
• Additional: urea, SSP

🐛 PEST MANAGEMENT:
• Common pests: stem borer, armyworm, shoot fly
• Control: Use IPM, biological controls

🦠 DISEASE CONTROL:
• Common diseases: leaf blight, stalk rot, rust
• Prevention: Resistant varieties, crop rotation

💧 WATER MANAGEMENT:
• Critical stages: Flowering, grain filling
• Avoid waterlogging

📈 YIELD IMPROVEMENT:
• Timely operations
• Balanced fertilization
• Proper pest control
• Optimal planting density",crop_specific,['maize'],2026-02-11T09:30:11.087281,
Best practices for rice?,"🌱 Rice COMPLETE CULTIVATION GUIDE 🌱

📅 SEASON & DURATION:
• Growing season: kharif
• Duration: 90-150 days

🌱 SOIL REQUIREMENTS:
• Best soil: clay, clay loam, waterlogged
• Ideal pH: 5.5-6.5

🌡️ CLIMATIC CONDITIONS:
• Temperature: 20-35°C
• Water: high

📍 MAJOR GROWING REGIONS:
• West Bengal, Andhra Pradesh, Punjab

🎯 RECOMMENDED VARIETIES:
• Pusa Basmati, Swarna, IR-64

💊 FERTILIZER RECOMMENDATION:
• NPK 100:50:50
• Additional: urea, MOP

🐛 PEST MANAGEMENT:
• Common pests: stem borer, brown plant hopper, leaf folder
• Control: Use IPM, biological controls

🦠 DISEASE CONTROL:
• Common diseases: blast, bacterial blight, sheath blight
• Prevention: Resistant varieties, crop rotation

💧 WATER MANAGEMENT:
• Critical stages: Flowering, grain filling
• Avoid waterlogging

📈 YIELD IMPROVEMENT:
• Timely operations
• Balanced fertilization
• Proper pest control
• Optimal planting density",crop_general,['rice'],2026-02-11T09:30:11.077763,
rice vs maize: which requires more water?,"🌾 COMPARISON: Rice vs Maize

Rice:
• Season: kharif
• Soil: clay
• Water: high
• Duration: 90-150 days
• Main regions: West Bengal, Andhra Pradesh

Maize:
• Season: kharif
• Soil: well-drained loamy
• Water: moderate
• Duration: 80-110 days
• Main regions: Karnataka, Madhya Pradesh

📈 KEY DIFFERENCES:
• Water requirement: Higher
• Season: Similar
• Duration: Longer

💡 CHOICE DEPENDS ON:
• Your soil type
• Water availability
• Market demand
• Season in your region",comparison_crop,"['rice', 'maize']",2026-02-11T09:30:11.074752,
Difference between wheat and maize,"🌾 COMPARISON: Wheat vs Maize

Wheat:
• Season: rabi
• Soil: loamy
• Water: moderate
• Duration: 110-120 days
• Main regions: Punjab, Haryana

Maize:
• Season: kharif
• Soil: well-drained loamy
• Water: moderate
• Duration: 80-110 days
• Main regions: Karnataka, Madhya Pradesh

📈 KEY DIFFERENCES:
• Water requirement: Similar
• Season: Different
• Duration: Shorter

💡 CHOICE DEPENDS ON:
• Your soil type
• Water availability
• Market demand
• Season in your region",comparison_crop,"['wheat', 'maize']",2026-02-11T09:30:11.055085,
Characteristics of clay soil,"🌍 Clay SOIL COMPLETE PROFILE 🌍

📊 BASIC PROPERTIES:
• Texture: fine
• Drainage: poor
• Nutrient content: high
• Water holding capacity: excellent
• pH range: 5.5-7.5

🌱 SUITABLE CROPS:
• rice, wheat, soybean, cabbage, spinach

⚠️ COMMON PROBLEMS:
• compaction, poor aeration, slow drainage

🔧 IMPROVEMENT METHODS:
1. add sand
2. gypsum application
3. deep ploughing
4. add lime

💧 WATER MANAGEMENT:
• Irrigation frequency: Moderate
• Best irrigation: Any efficient method

🌾 FERTILIZER STRATEGY:
• Balanced applications
• Organic matter: Essential for improvement
• Soil testing: Recommended annually",soil_general,['clay'],2026-02-11T09:30:11.057992,
Cost of cultivating maize per acre,"Cost of cultivating maize (per acre approx):
• Seeds: ₹2000-4000
• Fertilizers: ₹3000-5000
• Pesticides: ₹1500-3000
• Irrigation: ₹2000-4000
• Labor: ₹5000-8000
• Machinery: ₹2000-3000
• Total cost: ₹15,000-25,000
• Expected yield: 2-4 tons
• Net profit: ₹20,000-40,000 (varies by market price)",practical,['maize'],2026-02-11T09:30:11.080762,
What are the requirements for sugarcane cultivation?,"🌱 Sugarcane COMPLETE CULTIVATION GUIDE 🌱

📅 SEASON & DURATION:
• Growing season: throughout year
• Duration: 12-18 months

🌱 SOIL REQUIREMENTS:
• Best soil: deep fertile loamy, well-drained
• Ideal pH: 6.5-7.5

🌡️ CLIMATIC CONDITIONS:
• Temperature: 20-30°C
• Water: high

📍 MAJOR GROWING REGIONS:
• Maharashtra, Uttar Pradesh, Karnataka

🎯 RECOMMENDED VARIETIES:
• Co-86032, Co-419, CoC-671

💊 FERTILIZER RECOMMENDATION:
• NPK 250:115:115
• Additional: urea, organic manure

🐛 PEST MANAGEMENT:
• Common pests: top borer, root borer, scale insect
• Control: Use IPM, biological controls

🦠 DISEASE CONTROL:
• Common diseases: red rot, smut, rust
• Prevention: Resistant varieties, crop rotation

💧 WATER MANAGEMENT:
• Critical stages: Flowering, grain filling
• Avoid waterlogging

📈 YIELD IMPROVEMENT:
• Timely operations
• Balanced fertilization
• Proper pest control
• Optimal planting density",crop_general,['sugarcane'],2026-02-11T09:30:11.077763,
black vs clay: which has better drainage?,"📊 COMPARISON: Black vs Clay Soil

Black Soil:
• Texture: clayey
• Drainage: poor when wet
• Water holding: good
• Nutrients: high in calcium/magnesium
• Suitable crops: cotton, sugarcane, wheat

Clay Soil:
• Texture: fine
• Drainage: poor
• Water holding: excellent
• Nutrients: high
• Suitable crops: rice, wheat, soybean

🎯 RECOMMENDATION:
• Choose black for: specific crops
• Choose clay for: water retention
• Most versatile: Depends on crop requirements",comparison_soil,"['black', 'clay']",2026-02-11T09:30:11.066002,
In which regions is wheat grown?,"🌱 Wheat COMPLETE CULTIVATION GUIDE 🌱

📅 SEASON & DURATION:
• Growing season: rabi
• Duration: 110-120 days

🌱 SOIL REQUIREMENTS:
• Best soil: loamy, clay loam, well-drained
• Ideal pH: 6.0-7.5

🌡️ CLIMATIC CONDITIONS:
• Temperature: 10-25°C
• Water: moderate

📍 MAJOR GROWING REGIONS:
• Punjab, Haryana, Uttar Pradesh

🎯 RECOMMENDED VARIETIES:
• HD-2967, PBW-550, WH-1105

💊 FERTILIZER RECOMMENDATION:
• NPK 120:60:40
• Additional: urea, DAP

🐛 PEST MANAGEMENT:
• Common pests: aphids, armyworm, termites
• Control: Use IPM, biological controls

🦠 DISEASE CONTROL:
• Common diseases: rust, smut, powdery mildew
• Prevention: Resistant varieties, crop rotation

💧 WATER MANAGEMENT:
• Critical stages: Flowering, grain filling
• Avoid waterlogging

📈 YIELD IMPROVEMENT:
• Timely operations
• Balanced fertilization
• Proper pest control
• Optimal planting density",crop_specific,['wheat'],2026-02-11T09:30:11.066002,
What are cryptocurrencies?,"I specialize only in agriculture-related topics. Please ask about crops, soil types, farming practices, irrigation methods, pest control, harvest techniques, or any other agriculture subject.",out_of_domain,[],2026-02-11T09:30:11.087281,
What soil is best for cotton?,"🌱 Cotton COMPLETE CULTIVATION GUIDE 🌱

📅 SEASON & DURATION:
• Growing season: kharif
• Duration: 150-180 days

🌱 SOIL REQUIREMENTS:
• Best soil: black cotton soil, well-drained
• Ideal pH: 6.0-8.0

🌡️ CLIMATIC CONDITIONS:
• Temperature: 21-30°C
• Water: moderate

📍 MAJOR GROWING REGIONS:
• Gujarat, Maharashtra, Telangana

🎯 RECOMMENDED VARIETIES:
• Bt cotton, MCU-5, Suvin

💊 FERTILIZER RECOMMENDATION:
• NPK 80:40:40
• Additional: urea, zinc sulphate

🐛 PEST MANAGEMENT:
• Common pests: bollworm, whitefly, aphids
• Control: Use IPM, biological controls

🦠 DISEASE CONTROL:
• Common diseases: leaf curl, bacterial blight, verticillium wilt
• Prevention: Resistant varieties, crop rotation

💧 WATER MANAGEMENT:
• Critical stages: Flowering, grain filling
• Avoid waterlogging

📈 YIELD IMPROVEMENT:
• Timely operations
• Balanced fertilization
• Proper pest control
• Optimal planting density",crop_specific,['cotton'],2026-02-11T09:30:11.066002,
Difference between sandy and black soil,"📊 COMPARISON: Sandy vs Black Soil

Sandy Soil:
• Texture: coarse
• Drainage: excellent
• Water holding: poor
• Nutrients: low
• Suitable crops: groundnut, watermelon, carrot

Black Soil:
• Texture: clayey
• Drainage: poor when wet
• Water holding: good
• Nutrients: high in calcium/magnesium
• Suitable crops: cotton, sugarcane, wheat

🎯 RECOMMENDATION:
• Choose sandy for: better drainage
• Choose black for: different needs
• Most versatile: Depends on crop requirements",comparison_soil,"['black', 'sandy']",2026-02-11T09:30:11.085282,
What soil is best for sugarcane?,"🌱 Sugarcane COMPLETE CULTIVATION GUIDE 🌱

📅 SEASON & DURATION:
• Growing season: throughout year
• Duration: 12-18 months

🌱 SOIL REQUIREMENTS:
• Best soil: deep fertile loamy, well-drained
• Ideal pH: 6.5-7.5

🌡️ CLIMATIC CONDITIONS:
• Temperature: 20-30°C
• Water: high

📍 MAJOR GROWING REGIONS:
• Maharashtra, Uttar Pradesh, Karnataka

🎯 RECOMMENDED VARIETIES:
• Co-86032, Co-419, CoC-671

💊 FERTILIZER RECOMMENDATION:
• NPK 250:115:115
• Additional: urea, organic manure

🐛 PEST MANAGEMENT:
• Common pests: top borer, root borer, scale insect
• Control: Use IPM, biological controls

🦠 DISEASE CONTROL:
• Common diseases: red rot, smut, rust
• Prevention: Resistant varieties, crop rotation

💧 WATER MANAGEMENT:
• Critical stages: Flowering, grain filling
• Avoid waterlogging

📈 YIELD IMPROVEMENT:
• Timely operations
• Balanced fertilization
• Proper pest control
• Optimal planting density",crop_specific,['sugarcane'],2026-02-11T09:30:11.081271,
How to cultivate sugarcane successfully?,"🌱 Sugarcane COMPLETE CULTIVATION GUIDE 🌱

📅 SEASON & DURATION:
• Growing season: throughout year
• Duration: 12-18 months

🌱 SOIL REQUIREMENTS:
• Best soil: deep fertile loamy, well-drained
• Ideal pH: 6.5-7.5

🌡️ CLIMATIC CONDITIONS:
• Temperature: 20-30°C
• Water: high

📍 MAJOR GROWING REGIONS:
• Maharashtra, Uttar Pradesh, Karnataka

🎯 RECOMMENDED VARIETIES:
• Co-86032, Co-419, CoC-671

💊 FERTILIZER RECOMMENDATION:
• NPK 250:115:115
• Additional: urea, organic manure

🐛 PEST MANAGEMENT:
• Common pests: top borer, root borer, scale insect
• Control: Use IPM, biological controls

🦠 DISEASE CONTROL:
• Common diseases: red rot, smut, rust
• Prevention: Resistant varieties, crop rotation

💧 WATER MANAGEMENT:
• Critical stages: Flowering, grain filling
• Avoid waterlogging

📈 YIELD IMPROVEMENT:
• Timely operations
• Balanced fertilization
• Proper pest control
• Optimal planting density",crop_general,['sugarcane'],2026-02-11T09:30:11.083282,
Ideal temperature for cotton?,"🌱 Cotton COMPLETE CULTIVATION GUIDE 🌱

📅 SEASON & DURATION:
• Growing season: kharif
• Duration: 150-180 days

🌱 SOIL REQUIREMENTS:
• Best soil: black cotton soil, well-drained
• Ideal pH: 6.0-8.0

🌡️ CLIMATIC CONDITIONS:
• Temperature: 21-30°C
• Water: moderate

📍 MAJOR GROWING REGIONS:
• Gujarat, Maharashtra, Telangana

🎯 RECOMMENDED VARIETIES:
• Bt cotton, MCU-5, Suvin

💊 FERTILIZER RECOMMENDATION:
• NPK 80:40:40
• Additional: urea, zinc sulphate

🐛 PEST MANAGEMENT:
• Common pests: bollworm, whitefly, aphids
• Control: Use IPM, biological controls

🦠 DISEASE CONTROL:
• Common diseases: leaf curl, bacterial blight, verticillium wilt
• Prevention: Resistant varieties, crop rotation

💧 WATER MANAGEMENT:
• Critical stages: Flowering, grain filling
• Avoid waterlogging

📈 YIELD IMPROVEMENT:
• Timely operations
• Balanced fertilization
• Proper pest control
• Optimal planting density",crop_specific,['cotton'],2026-02-11T09:30:11.070752,
How do I grow sugarcane?,"🌱 Sugarcane COMPLETE CULTIVATION GUIDE 🌱

📅 SEASON & DURATION:
• Growing season: throughout year
• Duration: 12-18 months

🌱 SOIL REQUIREMENTS:
• Best soil: deep fertile loamy, well-drained
• Ideal pH: 6.5-7.5

🌡️ CLIMATIC CONDITIONS:
• Temperature: 20-30°C
• Water: high

📍 MAJOR GROWING REGIONS:
• Maharashtra, Uttar Pradesh, Karnataka

🎯 RECOMMENDED VARIETIES:
• Co-86032, Co-419, CoC-671

💊 FERTILIZER RECOMMENDATION:
• NPK 250:115:115
• Additional: urea, organic manure

🐛 PEST MANAGEMENT:
• Common pests: top borer, root borer, scale insect
• Control: Use IPM, biological controls

🦠 DISEASE CONTROL:
• Common diseases: red rot, smut, rust
• Prevention: Resistant varieties, crop rotation

💧 WATER MANAGEMENT:
• Critical stages: Flowering, grain filling
• Avoid waterlogging

📈 YIELD IMPROVEMENT:
• Timely operations
• Balanced fertilization
• Proper pest control
• Optimal planting density",crop_general,['sugarcane'],2026-02-11T09:30:11.085282,
Pests affecting wheat?,"🌱 Wheat COMPLETE CULTIVATION GUIDE 🌱

📅 SEASON & DURATION:
• Growing season: rabi
• Duration: 110-120 days

🌱 SOIL REQUIREMENTS:
• Best soil: loamy, clay loam, well-drained
• Ideal pH: 6.0-7.5

🌡️ CLIMATIC CONDITIONS:
• Temperature: 10-25°C
• Water: moderate

📍 MAJOR GROWING REGIONS:
• Punjab, Haryana, Uttar Pradesh

🎯 RECOMMENDED VARIETIES:
• HD-2967, PBW-550, WH-1105

💊 FERTILIZER RECOMMENDATION:
• NPK 120:60:40
• Additional: urea, DAP

🐛 PEST MANAGEMENT:
• Common pests: aphids, armyworm, termites
• Control: Use IPM, biological controls

🦠 DISEASE CONTROL:
• Common diseases: rust, smut, powdery mildew
• Prevention: Resistant varieties, crop rotation

💧 WATER MANAGEMENT:
• Critical stages: Flowering, grain filling
• Avoid waterlogging

📈 YIELD IMPROVEMENT:
• Timely operations
• Balanced fertilization
• Proper pest control
• Optimal planting density",crop_specific,['wheat'],2026-02-11T09:30:11.075755,
Difference between black and clay soil,"📊 COMPARISON: Black vs Clay Soil

Black Soil:
• Texture: clayey
• Drainage: poor when wet
• Water holding: good
• Nutrients: high in calcium/magnesium
• Suitable crops: cotton, sugarcane, wheat

Clay Soil:
• Texture: fine
• Drainage: poor
• Water holding: excellent
• Nutrients: high
• Suitable crops: rice, wheat, soybean

🎯 RECOMMENDATION:
• Choose black for: specific crops
• Choose clay for: water retention
• Most versatile: Depends on crop requirements",comparison_soil,"['black', 'clay']",2026-02-11T09:30:11.078762,
When to harvest maize?,"Harvesting maize:
• Timing: When grains are hard and moisture is 20-25%
• Signs: Yellowing of leaves, hard grains
• Method: Manual or combine harvester
• Post-harvest: Dry to 12-14% moisture before storage
• Storage: Clean, dry, rodent-proof containers",practical,['maize'],2026-02-11T09:30:11.083282,
How do I grow cotton?,"🌱 Cotton COMPLETE CULTIVATION GUIDE 🌱

📅 SEASON & DURATION:
• Growing season: kharif
• Duration: 150-180 days

🌱 SOIL REQUIREMENTS:
• Best soil: black cotton soil, well-drained
• Ideal pH: 6.0-8.0

🌡️ CLIMATIC CONDITIONS:
• Temperature: 21-30°C
• Water: moderate

📍 MAJOR GROWING REGIONS:
• Gujarat, Maharashtra, Telangana

🎯 RECOMMENDED VARIETIES:
• Bt cotton, MCU-5, Suvin

💊 FERTILIZER RECOMMENDATION:
• NPK 80:40:40
• Additional: urea, zinc sulphate

🐛 PEST MANAGEMENT:
• Common pests: bollworm, whitefly, aphids
• Control: Use IPM, biological controls

🦠 DISEASE CONTROL:
• Common diseases: leaf curl, bacterial blight, verticillium wilt
• Prevention: Resistant varieties, crop rotation

💧 WATER MANAGEMENT:
• Critical stages: Flowering, grain filling
• Avoid waterlogging

📈 YIELD IMPROVEMENT:
• Timely operations
• Balanced fertilization
• Proper pest control
• Optimal planting density",crop_general,['cotton'],2026-02-11T09:30:11.073752,
