crop,intent,question,answer,soil
potato,Cultivation,What implements and machinery are used for land preparation for potato in Pakistan?,1) Disc plough (deep ploughing). 2) Cultivator (3-4 passes). 3) Disc harrow (clod breaking). 4) Rotavator (fine seedbed - use moderately). 5) Plank (leveling). 6) Laser land leveler. 7) Bed planter/ridger (for raised beds). 8) Potato planter (for mechanized planting).,
potato,Cultivation,How many days before planting should land preparation begin for potato?,Start land preparation 15-20 days before planting. Timeline: Day 1: deep ploughing (if needed). Day 2-5: first cultivation + planking. Day 7-10: second cultivation + planking. Day 12-14: pre-planting irrigation (if needed). Day 15-18: final cultivation + planking + bed making. Day 18-20: planting.,
potato,Cultivation,How does land preparation differ for irrigated vs. rainfed potato cultivation?,Rainfed potato is not common (potato needs frequent irrigation). For irrigated: finer seedbed laser leveling raised beds essential. Rainfed (limited areas in KPK hills): focus on moisture conservation - fewer cultivations (4-5 passes) deep ploughing no pre-planting irrigation rougher seedbed mulching. Use drought-tolerant varieties (FD-8-3).,
potato,Cultivation,What is the recommended seed rate (kg/acre) for potato in Pakistan?,Recommended seed rate: 400-500 kg per acre (8-10 maunds). For small seed tubers (30-40g): 350-400 kg/acre. For large seed tubers (>60g): 500-600 kg/acre. For processing varieties (high density): 500-600 kg/acre. Use certified disease-free seed tubers.,
potato,Cultivation,What is the optimum row spacing and plant spacing for potato in Pakistan?,Row spacing: 45-60 cm (18-24 inches). On raised beds: 2 rows per bed (60-90 cm bed). Plant to plant spacing: 20-25 cm (8-10 inches). Target plant population: 30000-40000 plants per acre. Closer spacing for processing (smaller tubers) wider for table potatoes.,
potato,Cultivation,What is the recommended planting depth for potato seed tubers in Pakistan?,Planting depth: 8-10 cm (3-4 inches) from top of tuber to soil surface. In sandy soils: 10-12 cm. In heavy soils: 6-8 cm. Deeper than 12 cm delays emergence. Shallower than 5 cm exposes tubers to light (greening) and temperature fluctuations. After hilling (earthing up) total soil cover becomes 15-20 cm.,
potato,Cultivation,What planting method is best for potato — manual or mechanical?,Manual planting (dominant): 1) Dibbling or placing seed tubers in furrows. 2) Cover with soil. 3) Labor: 30-40 laborers/acre. Mechanical planting: Potato planter (tractor-drawn) - plants fertilizes and hills in one pass. Saves labor (Rs. 5000-8000/acre) uniform depth and spacing. Recommended for large farms (>5 acres).,
potato,Weather,How should potato be planted after a previous crop (e.g. rice-wheat or cotton-wheat system)?,1) After rice: Allow field to dry (10-15 days). Prepare raised beds. Plant potato Oct-Nov. 2) After cotton/wheat: Conventional tillage with 3-4 cultivations. 3) Ensure no herbicide carryover (pendimethalin from rice can damage potato). 4) Best rotation: maize - potato - wheat. 5) Avoid potato after tomato or pepper (disease risk).,
potato,Cultivation,Can potato be planted using zero-till or minimum-till techniques in Pakistan?,Zero-till potato is possible but not common. Method: 1) Plant seed tubers directly into untilled soil (after rice). 2) Cover with crop residue (mulch). 3) Benefits: saves 15-20 days reduces labor moisture conservation. Suitable for rice-potato system. Requires specialized zero-till potato planter (rare in Pakistan).,
potato,Cultivation,What equipment or tools are used for planting potato in Pakistan?,1) Manual: dibber khurpa spade (most common). 2) Potato planter (tractor-drawn) - semi-automatic or automatic (cup-type). 3) Ridger + planter combination. 4) For small farms: string and markers for row spacing. Mechanization increasing for large farms.,
potato,HarvestTime,What are all the major crop management activities for potato from planting to harvest?,Timeline: 0-15 days: seed preparation planting first irrigation. 15-30 days: emergence first weeding pest monitoring. 30-40 days: hilling (earthing up) top dressing N second irrigation. 40-60 days: tuber initiation - irrigation disease control (late blight). 60-90 days: tuber bulking - irrigation pest control (aphids) third irrigation. 90-120 days: maturity - stop irrigation desiccate vines (if needed) harvest.,
potato,Cultivation,What is the complete activity calendar (timeline) for potato cultivation in Pakistan?,September-October: land preparation (15 Sep-15 Oct) seed treatment planting (15 Sep-31 Oct). November: emergence (1-15 Nov) first weeding (15-30 Nov) first top dressing (30 Nov). December: hilling (1-15 Dec) second top dressing (15-31 Dec) irrigation. January: tuber initiation (1-31 Jan) late blight control. February: tuber bulking (1-28 Feb) stop irrigation. March: harvest (1-31 Mar). April-May: spring crop cycle.,
potato,Cultivation,When should hilling (earthing up) be done for potato and why?,Hilling (adding soil around plant base) at 25-35 days after planting when plants are 15-20 cm tall. Method: pull soil from furrows onto plant rows (5-10 cm high). Benefits: 1) Prevents tubers from greening (exposure to light). 2) Supports plants (prevents lodging). 3) Controls weeds. 4) Improves drainage. 5) Increases tuber set (more stolons covered). Do hilling twice: first at 25 days second at 45 days (optional).,
potato,Cultivation,How should inter-cultivation be done in potato fields?,Inter-cultivation (weeding and soil loosening) at 20-25 days (before hilling). Method: 1) Use hand hoe (khurpa) or wheel hoe. 2) Cultivate between rows at 5-8 cm depth. 3) Avoid damaging roots and stolons. 4) Also breaks soil crust removes weeds aerates soil. For large areas: use power weeder (tractor-operated) with careful adjustment. After hilling no inter-cultivation.,
potato,Cultivation,What is the process of transplanting potato? (if applicable),Transplanting is NOT practiced for potato. Potato is always planted using seed tubers (vegetative propagation).,
potato,Cultivation,What is the optimal plant population per acre for potato in Pakistan?,Optimal plant population: 30000-40000 plants per acre (75-100 plants per square meter). For table potatoes: 30000-35000 plants/acre (larger tubers). For processing (chips/fries): 35000-40000 plants/acre (smaller uniform tubers). Achieve by: spacing 45-60 cm row × 20-25 cm plant.,
potato,Cultivation,How is gap filling done in potato cultivation if germination is poor?,Gap filling is not common for potato. If >20% missing hills: 1) Replant using pre-sprouted seed tubers within 15 days of planting. 2) Use small whole tubers for faster establishment. 3) Irrigate after replanting. For small gaps: no need to fill - adjacent plants compensate.,
potato,Cultivation,When and how should staking or support be provided to potato plants?,Staking is NOT required for potato. Potato is a low-growing herbaceous plant.,
potato,Cultivation,What is pinching or pruning in potato and when should it be done?,Pinching (removal of flowers or apical buds) is not practiced in potato. Some farmers remove flowers to direct energy to tubers but research shows minimal benefit. Not recommended for commercial production.,
potato,Yield,How should potato be managed during tuber initiation to maximize yield?,1) Maintain uniform soil moisture (no stress). 2) Apply potassium (K) and phosphorus (P) - critical for tuber set. 3) Control late blight (fungicide spray). 4) Avoid excess N after 50 days. 5) Hill (earthing up) to cover stolons. 6) Monitor for aphids (virus vectors).,
potato,Cultivation,What is the process of desiccation (vine killing) for potato? Is it recommended?,Desiccation (killing vines) is recommended for processing potatoes and for uniform harvest. Methods: 1) Chemical: Diquat (1-2 L/acre) or Paraquat (1.5 L/acre) applied 10-15 days before harvest. 2) Mechanical: flail mower to cut vines. 3) Natural: stop irrigation. Benefits: promotes skin set improves tuber maturity reduces late blight spread and makes harvest easier. Do not desiccate early (reduces yield).,
potato,Yield,How does crop canopy management improve yield of potato?,Canopy management: 1) Optimum plant population (30000-40000 plants/acre) prevents overcrowding. 2) Proper row spacing (45-60 cm) allows light penetration and air circulation - reduces late blight. 3) Avoid excess N which causes dense canopy and more disease. 4) Hilling improves soil contact. Good canopy = healthy foliage + high tuber yield.,
potato,Cultivation,What field monitoring activities should a farmer do weekly during potato season?,Weekly monitoring: 1) Emergence % (first 3 weeks). 2) Plant stand and uniformity. 3) Weed presence. 4) Pest scouting: aphids (under leaves) cutworms (seedling damage) potato tuber moth (leaf mines). 5) Disease signs: late blight (water-soaked spots with white fuzz) early blight (target spots) scab (rough tubers). 6) Nutrient deficiency symptoms. 7) Soil moisture. Record observations.,
potato,Varieties,What are the most commonly grown varieties of potato in Pakistan?,Commonly grown varieties include: 1) Desiree (pink skin yellow flesh) - processing and table. 2) Cardinal (red skin white flesh) - table. 3) Diamant (white skin white flesh) - high yield. 4) Kuroda (white processing) - chips and fries. 5) Sante (yellow skin) - export quality. 6) FD-8-3 (heat tolerant) - for Sindh and South Punjab. 7) Lady Rosetta (processing). 8) Asterix (red skin) - chips. 9) Multa (local). Traditional varieties yield 150-200 maunds/acre improved 200-300 maunds.,
potato,Varieties,What are the improved and recommended varieties of potato approved by Pakistani agricultural research institutes?,Improved varieties approved by PARC/NARC/Ayub Research: 1) FD-8-3 (Ayub Research Faisalabad) - heat tolerant yield 200-250 maunds/acre suitable for Punjab and Sindh. 2) FD-76-67 (Ayub Research) - processing. 3) Kuroda (imported) - chips high solids. 4) Lady Rosetta - for french fries. 5) Sante - export quality. 6) Desiree - pink skin multi-purpose. 7) Cardinal - red skin widely adapted. 8) Asterix - chips. 9) Multa (local selection) - heat tolerant. 10) SH-5 (high yield).,
potato,Varieties,What are the early-maturing medium-maturing and late-maturing varieties of potato available in Pakistan?,Early-maturing (70-85 days): FD-8-3 Multa SH-5. Medium-maturing (85-100 days): Desiree Cardinal Sante. Late-maturing (100-120 days): Kuroda Lady Rosetta Asterix (processing). Early varieties suitable for early market (higher price). Late varieties for processing (chips fries) and long storage.,
potato,Varieties,What high-yielding varieties of potato give the best production in Pakistan?,Highest yielding varieties: 1) Desiree - 250-350 maunds/acre pink skin multi-purpose. 2) Cardinal - 250-300 maunds red skin. 3) Diamant - 250-300 maunds white skin. 4) Kuroda (processing) - 200-250 maunds high dry matter. 5) FD-8-3 (heat tolerant) - 200-250 maunds. 6) Lady Rosetta - 200-250 maunds. 7) Sante - 220-280 maunds. Hybrid varieties give higher yield but require better management.,
potato,Varieties,What are the heat-tolerant potato varieties recommended for hot regions like Sindh and South Punjab?,1) FD-8-3 (Ayub Research) - developed for heat tolerance yields 200-250 maunds in warm areas. 2) Multa - local heat-tolerant selection. 3) Desiree - moderate heat tolerance. 4) Cardinal - performs better in warmer conditions. Key management: early planting (Oct 1-15) drip irrigation mulching.,
potato,Soil,What type of soil is best suited for growing potato in Pakistan?,Well-drained sandy loam or loamy soil rich in organic matter is best. Deep fertile soils (45-60 cm depth) with pH 5.5-6.5. Potato requires loose soil for tuber expansion. Avoid heavy clays (poor drainage misshapen tubers) and very sandy soils (low water holding).,loamy
potato,Soil,What is the ideal soil pH range for potato cultivation in Pakistan?,Ideal pH range is 5.5 to 6.5 (slightly acidic). Potato can tolerate pH 5.0-7.0 but yields decline below 5.0 (aluminum toxicity) and above 7.0 (scab disease increases). At high pH >7.0: common scab (Streptomyces scabies) becomes severe.,loamy
potato,Soil,What soil texture (loamy sandy clayey) is most suitable for potato?,Sandy loam and loam are most suitable - provide good drainage aeration and easy tuber expansion. Sandy soils: require frequent irrigation and high organic matter (tubers may be small). Clayey soils: problematic due to poor drainage (tuber rot) misshapen tubers and hard harvest.,clay
potato,Soil,Can potato be grown on saline or sodic soils (Kallar) in Pakistan? What are the precautions?,Potato is salt-sensitive (ECe <2 dS/m). Not recommended on saline or sodic soils. If unavoidable: 1) Apply gypsum at 100% GR. 2) Heavy leaching before planting. 3) Use raised beds. 4) Add FYM 15-20 tons/acre. 5) Use salt-tolerant varieties (FD-8-3 has moderate tolerance). 6) Better to avoid - choose salt-tolerant crops like barley or sugarbeet.,saline
potato,Soil,What soil drainage conditions are required for potato?,Excellent drainage is critical. Potato is highly sensitive to waterlogging - even 24-48 hours of standing water causes tuber rot (Fusarium Pythium Erwinia) and plant death. Raised beds (15-20 cm high) are essential in heavy soils or high rainfall areas.,clay
potato,Soil,How does soil organic matter content affect the yield of potato?,Higher organic matter (2-3%) improves: 1) Water holding capacity. 2) Nutrient availability (especially N P K). 3) Soil structure and tuber expansion. 4) Beneficial microbial activity. 5) Tuber quality (smooth skin). Every 0.5% increase in OM can boost yield by 10-15 maunds/acre.,loamy
potato,Soil,What soil testing should a farmer do before planting potato in Pakistan?,Essential soil tests: 1) pH and EC (salinity). 2) Organic matter. 3) Available N (NO3-N). 4) Available P (Olsen P) - critical for tuber initiation. 5) Available K. 6) Micronutrients: Zinc (Zn) and Boron (B). 7) Nematode test (if history of potato cyst nematode). Sample depth: 6-9 inches. Send to provincial soil testing lab (free or low cost).,loamy
potato,Soil,How should soil fertility be maintained or improved for repeated cultivation of potato?,1) Crop rotation: potato after cereals (wheat maize) - not after other Solanaceous crops (tomato pepper eggplant) to avoid disease buildup. 2) Apply FYM/compost 10-15 tons/acre every 2-3 years. 3) Green manuring before potato. 4) Balanced NPK fertilization. 5) Incorporate crop residues (not potato residues - disease risk). 6) Use biofertilizers (PSB Azotobacter).,loamy
potato,Soil,What are the signs of poor or unsuitable soil for potato cultivation?,Signs: 1) Water pooling after rain/irrigation (poor drainage). 2) White salt crust (saline). 3) Stunted yellow plants (N deficiency or waterlogging). 4) Purple leaf tips (P deficiency). 5) Cracked clay surface. 6) Rough scabby tubers (high pH >7.0). 7) Misshapen knobby tubers (compacted soil).,loamy
potato,Soil,What soil preparation practices improve the structure and health of soil for potato?,1) Deep ploughing (25-30 cm) every 2-3 years. 2) Add organic matter (FYM 10-15 tons/acre). 3) Green manuring 6-8 weeks before planting. 4) Gypsum application for sodic soils. 5) Laser leveling for uniform irrigation. 6) Raised bed preparation (essential for heavy soils). 7) Avoid excessive tillage (destroys structure).,loamy
potato,Cultivation,When is the best time to plant potato in Punjab Pakistan?,Optimum planting: Autumn (main crop): September 15 to October 31. Central Punjab: Oct 1-25. South Punjab: Oct 15-31. Spring crop: January 15 to February 15 (warmer areas). Early planting (Aug) risks high temperature and poor sprouting. Late planting (Nov) reduces yield due to early heat.,
potato,Cultivation,When is the best time to plant potato in Sindh Pakistan?,Sindh: Autumn crop: September 15 to October 31. Lower Sindh (Hyderabad Mirpurkhas): Oct 1-31. Upper Sindh (Sukkur): Sep 15-Oct 15. Spring crop: January 1-31. For processing varieties: plant in October for March harvest.,
potato,Cultivation,When is the best time to plant potato in KPK Pakistan?,KPK: Autumn crop: September 1 to October 15. Peshawar valley: Sep 15-Oct 15. Dera Ismail Khan: Oct 1-20. Spring crop (high elevations Swat Abbottabad Mansehra): March-April - plant when frost risk passes. Summer crop: May-June.,
potato,Cultivation,When is the best time to plant potato in Balochistan Pakistan?,Balochistan: Spring crop (main): February 15 to March 31. Quetta/Pishin: Mar 1-31. Summer crop (high valleys): April-May. Autumn crop (plains Sibi Naseerabad): September-October.,
potato,Cultivation,When is the best time to plant potato in South Punjab (Multan Bahawalpur DG Khan)?,South Punjab: Autumn crop: October 10 to November 10. Warmer climate allows later planting. For early market: plant Oct 1-15. Avoid planting after Nov 15 as heat during tuber bulking reduces yield. Spring crop: January 15-February 15.,
potato,Cultivation,What happens if potato is planted too early or too late in Pakistan?,Too early (August-early September): 1) High temperatures (>30°C) reduce sprouting. 2) Mother tubers rot. 3) More pest pressure (aphids). 4) Poor tuber set. Too late (November onward): 1) Shortened growing season. 2) Heat stress during tuber bulking - small tubers. 3) Lower yield (40-60% loss). 4) Poor processing quality.,
potato,Yield,How does planting time affect the yield and quality of potato?,Yield: Each week delay after Oct 15 reduces yield by 5-10%. Optimum Oct planting gives 200-300 maunds/acre. Nov planting gives 120-180 maunds. Quality: Late planting produces smaller tubers higher reducing sugars (poor for processing) and more greening.,
potato,Cultivation,What seed treatment should be done before planting potato?,Seed treatment is essential for potato: 1) Fungicide for seed-borne diseases (Fusarium Rhizoctonia). 2) Insecticide for cutworms and aphids. 3) Bio-priming (optional). Treat seed tubers 1-2 days before planting. Use 5-10 L water per 100 kg seed.,
potato,Soil,Which fungicide is recommended for seed treatment of potato to prevent soil-borne diseases?,Recommended fungicides: 1) Carbendazim (Bavistin) 100g per 100 kg seed. 2) Thiram 150g per 100 kg seed. 3) Mancozeb (Dithane M-45) 200g per 100 kg seed. 4) Metalaxyl (Apron) 100g per 100 kg - effective against late blight in seed. 5) Trichoderma harzianum (bio-fungicide) 1kg per 100 kg. Dip tubers for 5-10 minutes.,
potato,Pesticide,Which insecticide is recommended for seed treatment of potato to protect against early pests?,1) Imidacloprid (Confidor) 50ml per 100 kg seed - controls early aphids up to 30 days. 2) Chlorpyrifos 100ml per 100 kg - for cutworms and termites. 3) Thiamethoxam (Cruiser) 40ml per 100 kg - broad spectrum. For tuber moth: use Spinosad.,
potato,Cultivation,What is the process of seed treatment for potato — dose method and timing?,Process: 1) Calculate seed quantity (400-500 kg/acre). 2) Prepare solution: fungicide + insecticide in 5-10 L water per 100 kg seed. 3) Spread seed tubers on clean polythene sheet. 4) Spray or dip the solution (immersion for 5-10 minutes). 5) Ensure uniform coverage. 6) Dry in shade for 1-2 hours (not direct sun). 7) Plant within 24-48 hours.,
potato,Cultivation,Should potato seed tubers be cut before planting? For how long?,Seed tubers are often cut for large tubers (>80g). Cutting: 1) Cut tubers into 30-50g pieces with 1-2 eyes each. 2) Allow cut surface to suberize (dry) for 24-48 hours in cool humid conditions (15-20°C 85% RH). 3) Treat cut pieces with fungicide (Carbendazim + Thiram) immediately. 4) Do not plant wet cut pieces (rot risk). For small tubers (30-50g): plant whole.,
potato,Cultivation,How does seed treatment affect germination rate and early growth of potato?,Seed treatment increases sprouting from 70-80% (untreated) to 90-95% (treated). Fungicide protects from seed rot and Rhizoctonia canker. Insecticide protects from aphids (virus vectors). Result: uniform emergence healthier plants and 15-20% higher yield potential.,
potato,Cultivation,What is bio-priming or microbial seed treatment for potato in Pakistan?,Bio-priming involves treating seed tubers with beneficial microbes: 1) Pseudomonas fluorescens (bio-control) - 1kg per 100 kg seed. 2) Trichoderma harzianum (bio-fungicide) - 1kg per 100 kg. 3) Azotobacter or Azospirillum (N-fixers) - 1 packet for 100 kg. Mix with 10L water dip tubers. Reduces chemical fungicide need by 25-50%.,
potato,HarvestTime,How should treated potato seed be stored before planting?,Treated seed tubers should be planted within 24-48 hours maximum. Do not store treated seed for more than 7 days (fungicides degrade rot may develop). If storage unavoidable: keep in cool (4-10°C) humid (85-90% RH) well-ventilated place. Never store cut seed pieces for more than 48 hours.,
potato,Cultivation,What are the safety precautions when doing seed treatment for potato?,1) Wear gloves and mask. 2) Do not eat/drink during treatment. 3) Treat in well-ventilated area. 4) Wash hands thoroughly after treatment. 5) Keep treated seed away from children and livestock. 6) Dispose empty chemical containers properly. 7) Do not use treated seed for consumption (for seed only).,
potato,Pesticide,What are the major weeds found in potato fields in Pakistan?,Major weeds: Broadleaf: 1) Bathu (Chenopodium album). 2) Maina (Asphodelus tenuifolius). 3) Peeli Buti (Fumaria parviflora). 4) Lehli (Sonchus asper). 5) Kandiar (Convolvulus arvensis). Grasses: 1) Wild oat (Avena fatua). 2) Phalaris minor (Dumbi sitti). 3) Cyperus rotundus (Deela) - very problematic. 4) Cynodon dactylon (Khabbal grass).,
potato,Pesticide,What is the critical period of weed competition in potato cultivation?,Critical period: 20 to 60 days after planting (from emergence to tuber initiation). Weeds competing during this period cause 40-70% yield loss. First 40 days are most critical. Keep weed-free during this window. After 60 days potato canopy closes and suppresses late weeds.,
potato,Pesticide,How does weed competition affect the yield of potato in Pakistan?,Weed competition can reduce yield by 40-70%. Heavy infestation: yield drop from 250 maunds to 80-120 maunds/acre. Cyperus rotundus (Deela) is most damaging. Weeds compete for: water (critical) nutrients (especially N) light and space. Also harbor pests (aphids) and increase humidity (late blight).,
potato,Pesticide,What are the recommended herbicides for weed control in potato in Pakistan?,1) Pre-emergence: Pendimethalin (Stomp) 600-800ml/acre or Metribuzin (Sencor) 200-300g/acre. 2) Pre-plant incorporated: Trifluralin (Treflan) 500-600ml/acre. 3) Post-emergence (grasses): Quizalofop (Topik) 300ml/acre or Fenoxaprop (Puma) 400ml/acre. 4) Post-emergence (broadleaf): Metribuzin 150g/acre (apply before hilling). DO NOT use 24-D on potato - severe damage.,
potato,Pesticide,What pre-emergence herbicides are used for potato weed control?,Pre-emergence (apply within 3 days of planting before weed emergence): 1) Pendimethalin (Stomp) 600-800 ml/acre - effective on grasses and small-seeded broadleaf weeds. 2) Metribuzin (Sencor) 200-300 g/acre - for broadleaf weeds (use lower rate on sandy soils). 3) Trifluralin (Treflan) 500-600 ml/acre - incorporate before planting. Apply on moist soil.,
potato,Pesticide,What post-emergence herbicides are used for potato weed control?,Post-emergence (apply at 20-30 days after planting before hilling): For grassy weeds: Quizalofop ethyl (Topik) 300ml/acre or Fenoxaprop (Puma) 400ml/acre. For broadleaf weeds: Metribuzin 150g/acre (use carefully - can cause leaf burn). DO NOT use 24-D or MCPA on potato (causes severe leaf distortion and tuber malformation). Manual weeding is safer.,
potato,Pesticide,What is the correct dose and timing of herbicide application in potato?,Pendimethalin: 600-800 ml/acre within 3 days of planting. Metribuzin (pre): 200-300 g/acre. Metribuzin (post): 150 g/acre at 20-25 days (apply before hilling). Quizalofop: 300ml/acre at 20-30 days for grass weeds. Use 120-150 liters water/acre. Flat fan nozzle. Apply in morning when no wind/rain. Do not spray after tuber initiation (50 days).,
potato,Pesticide,How should manual weeding be done in potato fields?,Manual weeding: 1st weeding at 20-25 days (before hilling). 2nd weeding at 40-45 days (if needed). Method: 1) Use khurpa (hand hoe) carefully - potato roots and stolons are shallow. 2) Cut weeds just below soil surface. 3) Remove weeds from field. 4) Be careful not to damage tubers. 5) After weeding hill (earthing up) immediately. Labor: 30-40 person-days/acre for two weedings.,
potato,Pesticide,How many manual weedings are recommended for potato cultivation in Pakistan?,Two manual weedings are recommended: 1st at 20-25 days (before hilling). 2nd at 40-45 days (optional - if weeds persist). In low weed pressure: one weeding at 20-25 days + hilling may suffice. In heavy weed infestation: two weedings + pre-emergence herbicide. Hilling itself controls many weeds.,
potato,Pesticide,What mechanical methods can be used for weed control in potato?,1) Wheel hoe (hand-operated) - for row spacing 45-60 cm. 2) Power weeder (tractor-operated) - for large fields (set to shallow depth 5-8 cm). 3) Hilling (earthing up) - covers small weeds. Mechanical weeding at 20-25 days. Shallow depth critical to avoid root and stolon damage. Followed by manual removal of intra-row weeds.,
potato,Pesticide,How can mulching help control weeds in potato cultivation?,Mulching is effective for potato: 1) Straw mulch (wheat/rice) at 4-5 tons/acre applied after planting suppresses weeds. 2) Reduces weed germination by blocking light. 3) Also conserves soil moisture (reduces irrigation). 4) Plastic mulch (black) - very effective for early crop increases soil temperature but costly (Rs. 20000-25000/acre). 5) Biodegradable mulch available. Plastic mulch with drip irrigation is excellent for high-value potato.,
potato,Pesticide,What safety precautions should be taken when applying herbicides to potato?,1) Wear PPE (gloves mask goggles). 2) Read label instructions. 3) Calibrate sprayer correctly. 4) Do not spray on windy days (drift damages nearby crops). 5) Avoid application before rain. 6) Clean equipment thoroughly after use. 7) Dispose containers properly. 8) Observe pre-harvest interval (PHI - usually 30-40 days). 9) Do not enter field for 24 hours after spraying. 10) Specifically: NEVER use 24-D on potato.,
potato,Pesticide,What are the major insect pests of potato in Pakistan?,Major pests: 1) Potato aphid (Macrosiphum euphorbiae) - virus vector. 2) Green peach aphid (Myzus persicae) - most damaging (transmits viruses). 3) Potato tuber moth (Phthorimaea operculella) - in field and storage. 4) Cutworm (Agrotis spp.) - seedling stage. 5) Armyworm (Spodoptera exigua). 6) Leaf miner (Liriomyza spp.). 7) Whitefly (Bemisia tabaci). 8) Red spider mite (Tetranychus spp.). 9) Potato leafhopper.,
potato,Pesticide,What is the economic threshold level (ETL) for major pests of potato in Pakistan?,Aphids: 10-20 per plant or 20% plants infested (virus vectors). Cutworm: 2-3 cut seedlings per square meter. Potato tuber moth: 5-10% leaf mines or 1-2 moths per trap per night. Armyworm: 3-4 larvae per square meter. Whitefly: 5-10 per leaf. Spray only when ETL reached.,
potato,Pesticide,How can I identify sucking pests (aphids whitefly) attacking potato?,Aphids: Small (2-3mm) pear-shaped green/pink/black insects in colonies on young leaves and stems. Sticky honeydew + sooty mold. Winged aphids indicate migration. Whitefly: Tiny white winged insects fly when plant disturbed. Yellow leaves. Sooty mold. Both transmit viruses (potato leafroll virus potato virus Y).,
potato,Cultivation,What damage does the leaf miner cause to potato and how to identify it?,Leaf miner (Liriomyza spp.) - occasional. Damage: Larvae tunnel between leaf surfaces creating winding white mines. Identification: Blistered appearance white serpentine trails on leaves. Severely mined leaves turn yellow and drop. Control: Cyromazine or Abamectin if severe.,
potato,Pesticide,What damage do armyworms / cutworms cause to potato seedlings in Pakistan?,Cutworms: Larvae cut seedlings at ground level at night. Damage: Plants fall over as if cut by knife. Patchy missing plants. Armyworms: Defoliation - skeletonized leaves. Large larvae eat entire leaves. Identification: Larvae curled (C-shape) when disturbed in soil near damaged plants. Control: Chlorpyrifos drench around base.,
potato,Pesticide,What damage does the whitefly cause to potato and how to identify infestation?,Whitefly damage: 1) Suck sap causing yellowing and stunting. 2) Honeydew leads to sooty mold. 3) Vector of viruses (not as important as aphids). Identification: Tiny white moths fly up when plant disturbed. Yellow sticky traps. Lower leaf yellowing.,
potato,Pesticide,What damage does the red spider mite cause to potato and when does it appear?,Red spider mite (Tetranychus spp.) - appears in dry hot conditions (March-April late season). Damage: Stippling (tiny yellow/white spots) on leaves. Severe: leaves turn bronze/brown and dry. Fine webbing on leaves. Identification: Tiny red dots visible with hand lens. Control: Abamectin or Fenpyroximate.,
potato,Pesticide,How do locusts and grasshoppers damage potato in Pakistan?,Locusts and grasshoppers: 1) Defoliation - eat leaves. 2) Can completely destroy crop in hours during swarms. Identification: Presence of insects. Droppings on leaves. Control: Chlorpyrifos or Deltamethrin. District agriculture department issues alerts.,
potato,Pesticide,What are the signs of termite infestation in potato fields?,Signs: 1) Dried dead plants that pull out easily with no roots. 2) Mud tubes on plant stems near base. 3) Hollowed stems. 4) White/cream insects inside roots/stem. More common in rainfed areas. Control: Chlorpyrifos seed treatment or soil drench.,
potato,Pesticide,What are the signs of nematode infestation in potato roots in Pakistan?,Potato cyst nematode (Globodera rostochiensis) - quarantine pest. Signs: 1) Stunted yellow plants. 2) Poor root development. 3) Small white/yellow cysts (pinhead size) on roots. 4) Patches of poor growth. More common in cool areas (KPK Balochistan). Control: crop rotation (6-8 years) resistant varieties soil solarization.,
potato,Pesticide,How does the pest population in potato vary across different regions of Pakistan?,Aphids: Severe in all potato areas - peak Feb-April. Potato tuber moth: More in warm areas (Sindh South Punjab) and storage. Cutworms: Problem in all rainfed areas. Mites: Late season in Sindh and South Punjab. Nematodes: More in KPK and Balochistan (cool sandy soils).,
potato,Pesticide,What pests are more severe for potato during the Kharif season?,Summer potato (Balochistan KPK hills): 1) Aphids (severe - virus vectors). 2) Potato tuber moth (field). 3) Whitefly. 4) Mites (dry periods). 5) Armyworm.,
potato,Pesticide,What pests are more severe for potato during the Rabi season?,Rabi (winter) pests: Aphids (moderate to severe Dec-Mar). Cutworms (Nov-Dec on seedlings). Potato tuber moth (less in field more in storage). Whitefly (Nov-Jan in warmer areas). Mites (late season Feb-Mar).,
potato,Pesticide,What pesticides are recommended for controlling aphids in potato in Pakistan?,1) Imidacloprid (Confidor) 250ml/acre. 2) Thiamethoxam (Actara) 80g/acre. 3) Acetamiprid 200g/acre. 4) Dimethoate (Rogor) 400ml/acre. 5) Spirotetramat (Movento) 150ml/acre - systemic. 6) Natural: Neem oil (2-3 L/acre). Alternate products to avoid resistance. Spray when ETL reached (10-20 aphids/plant). Important to control virus vectors.,
potato,Pesticide,What pesticides are recommended for controlling whitefly in potato in Pakistan?,1) Imidacloprid 250ml/acre. 2) Pyriproxyfen (Planter) 200ml/acre. 3) Buprofezin (Applaud) 300g/acre. 4) Diafenthiuron (Polo) 300ml/acre. Add mineral oil (300ml/acre) as adjuvant. Use yellow sticky traps for monitoring.,
potato,Pesticide,What pesticides are recommended for controlling potato tuber moth in field?,1) Spinosad (Tracer) 80ml/acre - most effective. 2) Emamectin benzoate 200ml/acre. 3) Chlorantraniliprole (Coragen) 60ml/acre. 4) Lambda-cyhalothrin 250ml/acre. 5) Bt kurstaki (bio-pesticide). Spray at tuber initiation and hilling. Use pheromone traps for monitoring. In storage: treat with Spinosad or Bt.,
potato,Pesticide,What pesticides are recommended for controlling cutworm/armyworm in potato seedlings?,1) Chlorpyrifos (Lorsban) 800ml/acre - soil drench around base. 2) Lambda-cyhalothrin 250ml/acre - evening spray. 3) Carbaryl (Sevin) 400g/acre. 4) Bait: Mix 1kg bran + 10g Carbaryl + 1L water - spread in evening. Apply when cutting damage first seen.,
