id,crop,category,intent,question,answer,region,soil,timestamp,crop1,crop2
brinjal (eggplant)_Profit_2031,brinjal (eggplant),vegetable,Profit,Is brinjal (eggplant) cultivation profitable?,"💰 **ECONOMICS OF BRINJAL (EGGPLANT) FARMING (PER ACRE)** 💰

**Cost of Cultivation:** Rs. 50
**Expected Yield:** 200-250 maunds/acre
**Expected Profit:** Rs. 50,000-80,000/acre

**Government Support:**
• Support price for wheat, sugarcane
• Subsidized fertilizers
• Crop loan at reduced interest rates
• Crop insurance schemes

**Profit Maximization Tips:**
1. Use high-yielding certified seeds
2. Follow recommended fertilizer schedule
3. Adopt water-saving technologies (60-80% subsidy)
4. Practice integrated pest management
5. Explore direct marketing channels",Sindh,,2026-02-12T19:42:49.245042,,
brinjal (eggplant)_Profit_2032,brinjal (eggplant),vegetable,Profit,Profit margin of brinjal (eggplant) farming,"💰 **ECONOMICS OF BRINJAL (EGGPLANT) FARMING (PER ACRE)** 💰

**Cost of Cultivation:** Rs. 50
**Expected Yield:** 200-250 maunds/acre
**Expected Profit:** Rs. 50,000-80,000/acre

**Government Support:**
• Support price for wheat, sugarcane
• Subsidized fertilizers
• Crop loan at reduced interest rates
• Crop insurance schemes

**Profit Maximization Tips:**
1. Use high-yielding certified seeds
2. Follow recommended fertilizer schedule
3. Adopt water-saving technologies (60-80% subsidy)
4. Practice integrated pest management
5. Explore direct marketing channels",Sindh,,2026-02-12T19:42:49.245042,,
brinjal (eggplant)_Profit_2033,brinjal (eggplant),vegetable,Profit,Cost of cultivating brinjal (eggplant) per acre,"💰 **ECONOMICS OF BRINJAL (EGGPLANT) FARMING (PER ACRE)** 💰

**Cost of Cultivation:** Rs. 50
**Expected Yield:** 200-250 maunds/acre
**Expected Profit:** Rs. 50,000-80,000/acre

**Government Support:**
• Support price for wheat, sugarcane
• Subsidized fertilizers
• Crop loan at reduced interest rates
• Crop insurance schemes

**Profit Maximization Tips:**
1. Use high-yielding certified seeds
2. Follow recommended fertilizer schedule
3. Adopt water-saving technologies (60-80% subsidy)
4. Practice integrated pest management
5. Explore direct marketing channels",KPK,,2026-02-12T19:42:49.245042,,
brinjal (eggplant)_Profit_2034,brinjal (eggplant),vegetable,Profit,Economics of brinjal (eggplant) in KPK,"💰 **ECONOMICS OF BRINJAL (EGGPLANT) FARMING (PER ACRE)** 💰

**Cost of Cultivation:** Rs. 50
**Expected Yield:** 200-250 maunds/acre
**Expected Profit:** Rs. 50,000-80,000/acre

**Government Support:**
• Support price for wheat, sugarcane
• Subsidized fertilizers
• Crop loan at reduced interest rates
• Crop insurance schemes

**Profit Maximization Tips:**
1. Use high-yielding certified seeds
2. Follow recommended fertilizer schedule
3. Adopt water-saving technologies (60-80% subsidy)
4. Practice integrated pest management
5. Explore direct marketing channels",KPK,,2026-02-12T19:42:49.245042,,
brinjal (eggplant)_Profit_2035,brinjal (eggplant),vegetable,Profit,How much profit from brinjal (eggplant) per acre?,"💰 **ECONOMICS OF BRINJAL (EGGPLANT) FARMING (PER ACRE)** 💰

**Cost of Cultivation:** Rs. 50
**Expected Yield:** 200-250 maunds/acre
**Expected Profit:** Rs. 50,000-80,000/acre

**Government Support:**
• Support price for wheat, sugarcane
• Subsidized fertilizers
• Crop loan at reduced interest rates
• Crop insurance schemes

**Profit Maximization Tips:**
1. Use high-yielding certified seeds
2. Follow recommended fertilizer schedule
3. Adopt water-saving technologies (60-80% subsidy)
4. Practice integrated pest management
5. Explore direct marketing channels",KPK,,2026-02-12T19:42:49.245042,,
brinjal (eggplant)_Varieties_2036,brinjal (eggplant),vegetable,Varieties,Popular varieties of brinjal (eggplant) in KPK,"🌱 **BRINJAL (EGGPLANT) VARIETIES IN PAKISTAN** 🌱

**Recommended Varieties:**
• Black Beauty
• Purple Long
• Nirala
• Sandal

**Variety Selection Criteria:**
• **Yield potential:** Choose high-yielding varieties
• **Disease resistance:** Prefer varieties resistant to common diseases
• **Duration:** Select based on your cropping system
• **Region suitability:** Varieties recommended for your area
• **Market demand:** Popular varieties fetch better prices

**New Releases:** Check with your local agriculture extension officer for newly approved varieties.",KPK,,2026-02-12T19:42:49.245042,,
brinjal (eggplant)_Varieties_2037,brinjal (eggplant),vegetable,Varieties,Best high-yielding varieties of brinjal (eggplant),"🌱 **BRINJAL (EGGPLANT) VARIETIES IN PAKISTAN** 🌱

**Recommended Varieties:**
• Black Beauty
• Purple Long
• Nirala
• Sandal

**Variety Selection Criteria:**
• **Yield potential:** Choose high-yielding varieties
• **Disease resistance:** Prefer varieties resistant to common diseases
• **Duration:** Select based on your cropping system
• **Region suitability:** Varieties recommended for your area
• **Market demand:** Popular varieties fetch better prices

**New Releases:** Check with your local agriculture extension officer for newly approved varieties.",Punjab,,2026-02-12T19:42:49.245042,,
brinjal (eggplant)_Varieties_2038,brinjal (eggplant),vegetable,Varieties,Hybrid varieties of brinjal (eggplant),"🌱 **BRINJAL (EGGPLANT) VARIETIES IN PAKISTAN** 🌱

**Recommended Varieties:**
• Black Beauty
• Purple Long
• Nirala
• Sandal

**Variety Selection Criteria:**
• **Yield potential:** Choose high-yielding varieties
• **Disease resistance:** Prefer varieties resistant to common diseases
• **Duration:** Select based on your cropping system
• **Region suitability:** Varieties recommended for your area
• **Market demand:** Popular varieties fetch better prices

**New Releases:** Check with your local agriculture extension officer for newly approved varieties.",Punjab,,2026-02-12T19:42:49.245042,,
brinjal (eggplant)_Varieties_2039,brinjal (eggplant),vegetable,Varieties,Disease-resistant varieties of brinjal (eggplant),"🌱 **BRINJAL (EGGPLANT) VARIETIES IN PAKISTAN** 🌱

**Recommended Varieties:**
• Black Beauty
• Purple Long
• Nirala
• Sandal

**Variety Selection Criteria:**
• **Yield potential:** Choose high-yielding varieties
• **Disease resistance:** Prefer varieties resistant to common diseases
• **Duration:** Select based on your cropping system
• **Region suitability:** Varieties recommended for your area
• **Market demand:** Popular varieties fetch better prices

**New Releases:** Check with your local agriculture extension officer for newly approved varieties.",Punjab,,2026-02-12T19:42:49.245042,,
brinjal (eggplant)_Varieties_2040,brinjal (eggplant),vegetable,Varieties,Which variety of brinjal (eggplant) is best?,"🌱 **BRINJAL (EGGPLANT) VARIETIES IN PAKISTAN** 🌱

**Recommended Varieties:**
• Black Beauty
• Purple Long
• Nirala
• Sandal

**Variety Selection Criteria:**
• **Yield potential:** Choose high-yielding varieties
• **Disease resistance:** Prefer varieties resistant to common diseases
• **Duration:** Select based on your cropping system
• **Region suitability:** Varieties recommended for your area
• **Market demand:** Popular varieties fetch better prices

**New Releases:** Check with your local agriculture extension officer for newly approved varieties.",Punjab,,2026-02-12T19:42:49.245042,,
brinjal (eggplant)_Climate_2041,brinjal (eggplant),vegetable,Climate,Climate requirements for brinjal (eggplant),"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Punjab,,2026-02-12T19:42:49.245042,,
brinjal (eggplant)_Climate_2042,brinjal (eggplant),vegetable,Climate,Temperature range for brinjal (eggplant),"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Punjab,,2026-02-12T19:42:49.245042,,
brinjal (eggplant)_Climate_2043,brinjal (eggplant),vegetable,Climate,Best climate for brinjal (eggplant) cultivation,"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Punjab,,2026-02-12T19:42:49.245042,,
brinjal (eggplant)_Climate_2044,brinjal (eggplant),vegetable,Climate,Effect of temperature on brinjal (eggplant),"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Punjab,,2026-02-12T19:42:49.245042,,
brinjal (eggplant)_Water_2045,brinjal (eggplant),vegetable,Water,Water requirement of brinjal (eggplant),"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.245042,,
brinjal (eggplant)_Water_2046,brinjal (eggplant),vegetable,Water,How much water does brinjal (eggplant) need?,"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.245042,,
brinjal (eggplant)_Water_2047,brinjal (eggplant),vegetable,Water,Drought tolerance of brinjal (eggplant),"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.245042,,
brinjal (eggplant)_Water_2048,brinjal (eggplant),vegetable,Water,Water stress symptoms in brinjal (eggplant),"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.245042,,
brinjal (eggplant)_Water_2049,brinjal (eggplant),vegetable,Water,Critical stages for water in brinjal (eggplant),"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.245042,,
brinjal (eggplant)_Storage_2050,brinjal (eggplant),vegetable,Storage,How to store brinjal (eggplant) after harvest?,"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",KPK,,2026-02-12T19:42:49.245042,,
brinjal (eggplant)_Storage_2051,brinjal (eggplant),vegetable,Storage,Storage methods for brinjal (eggplant),"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",KPK,,2026-02-12T19:42:49.245042,,
brinjal (eggplant)_Storage_2052,brinjal (eggplant),vegetable,Storage,Post-harvest management of brinjal (eggplant),"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Punjab,,2026-02-12T19:42:49.245042,,
brinjal (eggplant)_Storage_2053,brinjal (eggplant),vegetable,Storage,How long can brinjal (eggplant) be stored?,"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",KPK,,2026-02-12T19:42:49.245042,,
brinjal (eggplant)_Storage_2054,brinjal (eggplant),vegetable,Storage,Storage pests of brinjal (eggplant),"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",KPK,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_Organic_2055,brinjal (eggplant),vegetable,Organic,How to grow organic brinjal (eggplant)?,"🌿 **ORGANIC BRINJAL (EGGPLANT) FARMING GUIDE** 🌿

**Soil Preparation:**
• Apply well-decomposed FYM (15-20 tons/acre)
• Green manuring with dhaincha/sunn hemp
• Vermicompost (2-3 tons/acre)

**Organic Nutrient Management:**
• Neem cake: 250-500 kg/acre
• Poultry manure: 4-5 tons/acre
• Bone meal: 100-200 kg/acre
• Biofertilizers: Rhizobium, Azotobacter, PSB

**Organic Pest Management:**
• Neem oil (5 ml/L water)
• Garlic-chili extract
• Yellow sticky traps
• Pheromone traps

**Certification Process:**
• Conversion period: 3 years
• No synthetic inputs during this period
• Apply to Organic Certification Body
• Maintain farm records
• Annual inspection required

**Market Premium:** Organic produce fetches 20-50% higher prices in export and niche domestic markets.",KPK,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_Organic_2056,brinjal (eggplant),vegetable,Organic,Organic farming for brinjal (eggplant),"🌿 **ORGANIC BRINJAL (EGGPLANT) FARMING GUIDE** 🌿

**Soil Preparation:**
• Apply well-decomposed FYM (15-20 tons/acre)
• Green manuring with dhaincha/sunn hemp
• Vermicompost (2-3 tons/acre)

**Organic Nutrient Management:**
• Neem cake: 250-500 kg/acre
• Poultry manure: 4-5 tons/acre
• Bone meal: 100-200 kg/acre
• Biofertilizers: Rhizobium, Azotobacter, PSB

**Organic Pest Management:**
• Neem oil (5 ml/L water)
• Garlic-chili extract
• Yellow sticky traps
• Pheromone traps

**Certification Process:**
• Conversion period: 3 years
• No synthetic inputs during this period
• Apply to Organic Certification Body
• Maintain farm records
• Annual inspection required

**Market Premium:** Organic produce fetches 20-50% higher prices in export and niche domestic markets.",KPK,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_Organic_2057,brinjal (eggplant),vegetable,Organic,Organic fertilizers for brinjal (eggplant),"🌿 **ORGANIC BRINJAL (EGGPLANT) FARMING GUIDE** 🌿

**Soil Preparation:**
• Apply well-decomposed FYM (15-20 tons/acre)
• Green manuring with dhaincha/sunn hemp
• Vermicompost (2-3 tons/acre)

**Organic Nutrient Management:**
• Neem cake: 250-500 kg/acre
• Poultry manure: 4-5 tons/acre
• Bone meal: 100-200 kg/acre
• Biofertilizers: Rhizobium, Azotobacter, PSB

**Organic Pest Management:**
• Neem oil (5 ml/L water)
• Garlic-chili extract
• Yellow sticky traps
• Pheromone traps

**Certification Process:**
• Conversion period: 3 years
• No synthetic inputs during this period
• Apply to Organic Certification Body
• Maintain farm records
• Annual inspection required

**Market Premium:** Organic produce fetches 20-50% higher prices in export and niche domestic markets.",KPK,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_Organic_2058,brinjal (eggplant),vegetable,Organic,Organic pest control for brinjal (eggplant),"🌿 **ORGANIC BRINJAL (EGGPLANT) FARMING GUIDE** 🌿

**Soil Preparation:**
• Apply well-decomposed FYM (15-20 tons/acre)
• Green manuring with dhaincha/sunn hemp
• Vermicompost (2-3 tons/acre)

**Organic Nutrient Management:**
• Neem cake: 250-500 kg/acre
• Poultry manure: 4-5 tons/acre
• Bone meal: 100-200 kg/acre
• Biofertilizers: Rhizobium, Azotobacter, PSB

**Organic Pest Management:**
• Neem oil (5 ml/L water)
• Garlic-chili extract
• Yellow sticky traps
• Pheromone traps

**Certification Process:**
• Conversion period: 3 years
• No synthetic inputs during this period
• Apply to Organic Certification Body
• Maintain farm records
• Annual inspection required

**Market Premium:** Organic produce fetches 20-50% higher prices in export and niche domestic markets.",KPK,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_Organic_2059,brinjal (eggplant),vegetable,Organic,Certified organic brinjal (eggplant) production,"🌿 **ORGANIC BRINJAL (EGGPLANT) FARMING GUIDE** 🌿

**Soil Preparation:**
• Apply well-decomposed FYM (15-20 tons/acre)
• Green manuring with dhaincha/sunn hemp
• Vermicompost (2-3 tons/acre)

**Organic Nutrient Management:**
• Neem cake: 250-500 kg/acre
• Poultry manure: 4-5 tons/acre
• Bone meal: 100-200 kg/acre
• Biofertilizers: Rhizobium, Azotobacter, PSB

**Organic Pest Management:**
• Neem oil (5 ml/L water)
• Garlic-chili extract
• Yellow sticky traps
• Pheromone traps

**Certification Process:**
• Conversion period: 3 years
• No synthetic inputs during this period
• Apply to Organic Certification Body
• Maintain farm records
• Annual inspection required

**Market Premium:** Organic produce fetches 20-50% higher prices in export and niche domestic markets.",KPK,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_SeedRate_2060,brinjal (eggplant),vegetable,SeedRate,Seed rate for brinjal (eggplant) per acre,"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",KPK,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_SeedRate_2061,brinjal (eggplant),vegetable,SeedRate,How much seed for brinjal (eggplant)?,"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",KPK,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_SeedRate_2062,brinjal (eggplant),vegetable,SeedRate,Seed quantity for brinjal (eggplant),"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_SeedRate_2063,brinjal (eggplant),vegetable,SeedRate,Planting density for brinjal (eggplant),"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_SeedRate_2064,brinjal (eggplant),vegetable,SeedRate,How many seeds per acre for brinjal (eggplant)?,"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_Spacing_2065,brinjal (eggplant),vegetable,Spacing,Plant spacing for brinjal (eggplant),"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_Spacing_2066,brinjal (eggplant),vegetable,Spacing,Row spacing for brinjal (eggplant),"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_Spacing_2067,brinjal (eggplant),vegetable,Spacing,Plant population for brinjal (eggplant) per acre,"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",KPK,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_Spacing_2068,brinjal (eggplant),vegetable,Spacing,Distance between plants for brinjal (eggplant),"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",KPK,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_Spacing_2069,brinjal (eggplant),vegetable,Spacing,How much space for brinjal (eggplant)?,"I have information about Brinjal (Eggplant). What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Punjab,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_Regions_2070,brinjal (eggplant),vegetable,Regions,Where is brinjal (eggplant) grown in Pakistan?,"📍 **BRINJAL (EGGPLANT) GROWING REGIONS IN PAKISTAN** 📍

**Major Provinces:**
• Punjab, Sindh, KPK

**Key Districts:**
• Multan, Bahawalpur, Sahiwal, Tandojam

**Best Regions:**
• Brinjal (Eggplant) is grown across Pakistan with suitable agro-climatic conditions

**Climate Suitability:** Brinjal (Eggplant) thrives in 22-30°C temperature with 8-10 irrigations water availability.",Punjab,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_Regions_2071,brinjal (eggplant),vegetable,Regions,Major brinjal (eggplant) producing areas in Pakistan,"📍 **BRINJAL (EGGPLANT) GROWING REGIONS IN PAKISTAN** 📍

**Major Provinces:**
• Punjab, Sindh, KPK

**Key Districts:**
• Multan, Bahawalpur, Sahiwal, Tandojam

**Best Regions:**
• Brinjal (Eggplant) is grown across Pakistan with suitable agro-climatic conditions

**Climate Suitability:** Brinjal (Eggplant) thrives in 22-30°C temperature with 8-10 irrigations water availability.",Punjab,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_Regions_2072,brinjal (eggplant),vegetable,Regions,Best region for brinjal (eggplant) cultivation,"📍 **BRINJAL (EGGPLANT) GROWING REGIONS IN PAKISTAN** 📍

**Major Provinces:**
• Punjab, Sindh, KPK

**Key Districts:**
• Multan, Bahawalpur, Sahiwal, Tandojam

**Best Regions:**
• Brinjal (Eggplant) is grown across Pakistan with suitable agro-climatic conditions

**Climate Suitability:** Brinjal (Eggplant) thrives in 22-30°C temperature with 8-10 irrigations water availability.",Punjab,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_Regions_2073,brinjal (eggplant),vegetable,Regions,Which province grows most brinjal (eggplant)?,"📍 **BRINJAL (EGGPLANT) GROWING REGIONS IN PAKISTAN** 📍

**Major Provinces:**
• Punjab, Sindh, KPK

**Key Districts:**
• Multan, Bahawalpur, Sahiwal, Tandojam

**Best Regions:**
• Brinjal (Eggplant) is grown across Pakistan with suitable agro-climatic conditions

**Climate Suitability:** Brinjal (Eggplant) thrives in 22-30°C temperature with 8-10 irrigations water availability.",Punjab,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_Regions_2074,brinjal (eggplant),vegetable,Regions,brinjal (eggplant) farming districts in Punjab,"📍 **BRINJAL (EGGPLANT) GROWING REGIONS IN PAKISTAN** 📍

**Major Provinces:**
• Punjab, Sindh, KPK

**Key Districts:**
• Multan, Bahawalpur, Sahiwal, Tandojam

**Best Regions:**
• Brinjal (Eggplant) is grown across Pakistan with suitable agro-climatic conditions

**Climate Suitability:** Brinjal (Eggplant) thrives in 22-30°C temperature with 8-10 irrigations water availability.",KPK,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_Government_2075,brinjal (eggplant),vegetable,Government,Government support for brinjal (eggplant) farmers,"🏛️ **GOVERNMENT SUPPORT FOR BRINJAL (EGGPLANT) FARMERS** 🏛️

**Support Price/Marketing:**
• Wheat: Support price announced annually (Rs. 3,900/40kg)
• Sugarcane: Procurement zones, mill price
• Cotton: Minimum support price

**Subsidies:**
• **Fertilizers:** Subsidized DAP, Urea, Potash
• **Seeds:** Certified seed subsidy through PASSCO, Punjab Seed Corporation
• **Irrigation:** 60-80% subsidy on drip/sprinkler systems
• **Farm Machinery:** Subsidy on laser land levelers, bed planters, harvesters

**Crop Loans:**
• ZTBL, commercial banks offer agricultural credit
• Interest rate: 7-8% for crop loans
• Kissan Card scheme in Punjab

**How to Avail:**
1. Visit your nearest Agriculture Extension office
2. Contact Punjab/Sindh Agriculture Department
3. Apply through bank for crop loans
4. Register for subsidy schemes online

**Helpline:** Punjab Agriculture Department: 0800-15000",KPK,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_Government_2076,brinjal (eggplant),vegetable,Government,Subsidy on brinjal (eggplant) inputs,"🏛️ **GOVERNMENT SUPPORT FOR BRINJAL (EGGPLANT) FARMERS** 🏛️

**Support Price/Marketing:**
• Wheat: Support price announced annually (Rs. 3,900/40kg)
• Sugarcane: Procurement zones, mill price
• Cotton: Minimum support price

**Subsidies:**
• **Fertilizers:** Subsidized DAP, Urea, Potash
• **Seeds:** Certified seed subsidy through PASSCO, Punjab Seed Corporation
• **Irrigation:** 60-80% subsidy on drip/sprinkler systems
• **Farm Machinery:** Subsidy on laser land levelers, bed planters, harvesters

**Crop Loans:**
• ZTBL, commercial banks offer agricultural credit
• Interest rate: 7-8% for crop loans
• Kissan Card scheme in Punjab

**How to Avail:**
1. Visit your nearest Agriculture Extension office
2. Contact Punjab/Sindh Agriculture Department
3. Apply through bank for crop loans
4. Register for subsidy schemes online

**Helpline:** Punjab Agriculture Department: 0800-15000",KPK,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_Government_2077,brinjal (eggplant),vegetable,Government,Support price for brinjal (eggplant),"🏛️ **GOVERNMENT SUPPORT FOR BRINJAL (EGGPLANT) FARMERS** 🏛️

**Support Price/Marketing:**
• Wheat: Support price announced annually (Rs. 3,900/40kg)
• Sugarcane: Procurement zones, mill price
• Cotton: Minimum support price

**Subsidies:**
• **Fertilizers:** Subsidized DAP, Urea, Potash
• **Seeds:** Certified seed subsidy through PASSCO, Punjab Seed Corporation
• **Irrigation:** 60-80% subsidy on drip/sprinkler systems
• **Farm Machinery:** Subsidy on laser land levelers, bed planters, harvesters

**Crop Loans:**
• ZTBL, commercial banks offer agricultural credit
• Interest rate: 7-8% for crop loans
• Kissan Card scheme in Punjab

**How to Avail:**
1. Visit your nearest Agriculture Extension office
2. Contact Punjab/Sindh Agriculture Department
3. Apply through bank for crop loans
4. Register for subsidy schemes online

**Helpline:** Punjab Agriculture Department: 0800-15000",KPK,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_Government_2078,brinjal (eggplant),vegetable,Government,Crop loan for brinjal (eggplant),"🏛️ **GOVERNMENT SUPPORT FOR BRINJAL (EGGPLANT) FARMERS** 🏛️

**Support Price/Marketing:**
• Wheat: Support price announced annually (Rs. 3,900/40kg)
• Sugarcane: Procurement zones, mill price
• Cotton: Minimum support price

**Subsidies:**
• **Fertilizers:** Subsidized DAP, Urea, Potash
• **Seeds:** Certified seed subsidy through PASSCO, Punjab Seed Corporation
• **Irrigation:** 60-80% subsidy on drip/sprinkler systems
• **Farm Machinery:** Subsidy on laser land levelers, bed planters, harvesters

**Crop Loans:**
• ZTBL, commercial banks offer agricultural credit
• Interest rate: 7-8% for crop loans
• Kissan Card scheme in Punjab

**How to Avail:**
1. Visit your nearest Agriculture Extension office
2. Contact Punjab/Sindh Agriculture Department
3. Apply through bank for crop loans
4. Register for subsidy schemes online

**Helpline:** Punjab Agriculture Department: 0800-15000",KPK,,2026-02-12T19:42:49.246042,,
brinjal (eggplant)_Government_2079,brinjal (eggplant),vegetable,Government,Insurance schemes for brinjal (eggplant),"🏛️ **GOVERNMENT SUPPORT FOR BRINJAL (EGGPLANT) FARMERS** 🏛️

**Support Price/Marketing:**
• Wheat: Support price announced annually (Rs. 3,900/40kg)
• Sugarcane: Procurement zones, mill price
• Cotton: Minimum support price

**Subsidies:**
• **Fertilizers:** Subsidized DAP, Urea, Potash
• **Seeds:** Certified seed subsidy through PASSCO, Punjab Seed Corporation
• **Irrigation:** 60-80% subsidy on drip/sprinkler systems
• **Farm Machinery:** Subsidy on laser land levelers, bed planters, harvesters

**Crop Loans:**
• ZTBL, commercial banks offer agricultural credit
• Interest rate: 7-8% for crop loans
• Kissan Card scheme in Punjab

**How to Avail:**
1. Visit your nearest Agriculture Extension office
2. Contact Punjab/Sindh Agriculture Department
3. Apply through bank for crop loans
4. Register for subsidy schemes online

**Helpline:** Punjab Agriculture Department: 0800-15000",Punjab,,2026-02-12T19:42:49.246042,,
okra (ladyfinger)_Cultivation_2080,okra (ladyfinger),vegetable,Cultivation,How to grow okra (ladyfinger) in Pakistan?,"🌾 **Okra (Ladyfinger) CULTIVATION GUIDE - PAKISTAN** 🌾

**Season:** Kharif (May-Jun)
**Sowing Time:** May-June
**Harvest Time:** 50-60 days after sowing
**Duration:** 90-100 days

**Soil Requirements:** Loamy, pH 6.0-7.5
**Temperature:** 25-35°C
**Water:** 6-7 irrigations

**Recommended Varieties:** Sabz Pari, Green Star, Punjab Selection
**Fertilizer:** NPK 80:40:40 kg/ha, Urea 1.5 bags/acre, DAP 1 bag/acre
**Expected Yield:** 80-100 maunds/acre
**Major Regions:** Punjab, Sindh

For successful cultivation, ensure proper seed selection, timely operations, balanced nutrition, and integrated pest management.",Punjab,,2026-02-12T19:42:49.246042,,
