question,answer,type,entities,timestamp
Compare cauliflower and sugarcane water requirements,"🌾 COMPARISON: CAULIFLOWER vs SUGARCANE

┌──────────────┬────────────────────┬────────────────────┐
│ Attribute    │ Cauliflower        │ Sugarcane          │
├──────────────┼────────────────────┼────────────────────┤
│ Season       │ rabi               │ spring             │
│ Duration     │ 90-120 days        │ 10-16 months       │
│ Soil         │ loamy              │ deep fertile loamy │
│ Water        │ moderate           │ high               │
│ Yield/Acre   │ 120-200 maunds     │ 600-800 maunds     │
└──────────────┴────────────────────┴────────────────────┘

Cauliflower: Punjab, KPK
Sugarcane: Punjab, Sindh",comparison_crop,"['sugarcane', 'cauliflower']",2026-02-12T17:23:09.534870
How to control pests in mango organically?,"🌿 ORGANIC MANGO

Soil: FYM 15-20 tons/acre, compost
Seed: Organic sources, biocontrol treatment
Pests: Neem, beneficial insects, traps
Diseases: Bio-fungicides, resistant varieties
Fertilizer: Vermicompost, jeevamrit

Certification: 3-year conversion period",practical,['mango'],2026-02-12T17:23:09.533870
How to store mustard after harvest?,"🌾 HARVESTING MUSTARD

Time: March 15 - April 15
Signs: Color change, hardness, moisture 12-14%
Methods: Manual (small), Mechanical (large)
Post-Harvest: Dry, clean, grade, store properly",practical,['mustard'],2026-02-12T17:23:09.529870
Which is better: cotton or rice?,"🌾 COMPARISON: COTTON vs RICE

┌──────────────┬────────────────────┬────────────────────┐
│ Attribute    │ Cotton             │ Rice               │
├──────────────┼────────────────────┼────────────────────┤
│ Season       │ kharif             │ kharif             │
│ Duration     │ 150-180 days       │ 90-150 days        │
│ Soil         │ well-drained loamy │ clay               │
│ Water        │ moderate           │ high               │
│ Yield/Acre   │ 20-35 maunds lint  │ 40-60 maunds       │
└──────────────┴────────────────────┴────────────────────┘

Cotton: Punjab, Sindh
Rice: Punjab, Sindh",comparison_crop,"['cotton', 'rice']",2026-02-12T17:23:09.530874
mountain vs loamy: which has better drainage?,"📊 COMPARISON: MOUNTAIN vs LOAMY SOIL

┌─────────────┬────────────────┬────────────────┐
│ Property    │ Mountain       │ Loamy          │
├─────────────┼────────────────┼────────────────┤
│ Texture     │ variable, often stony │ medium         │
│ Drainage    │ excessive      │ good           │
│ Water Hold  │ poor           │ good           │
│ Nutrients   │ variable       │ moderate to high │
└─────────────┴────────────────┴────────────────┘

Mountain crops: maize, wheat, potato
Loamy crops: most crops, vegetables, fruits",comparison_soil,"['loamy', 'mountain']",2026-02-12T17:23:09.542876
What are the major crops grown in Pakistan?,"🌾 MAJOR CROPS OF PAKISTAN

Food Grains:
• Wheat (staple, all provinces)
• Rice (export, Basmati from Punjab)
• Maize (Punjab, KPK)

Cash Crops:
• Cotton (textile industry)
• Sugarcane (sugar industry)

Fruits:
• Mango (Sindhri, Langra, Chaunsa)
• Citrus (Kinnow major export)
• Apple, Peach, Plum (temperate)
• Date Palm (Balochistan)

Vegetables:
• Potato, Onion, Tomato
• Cabbage, Cauliflower, Carrot

Agriculture employs ~40% labor, ~20% GDP",pakistan_specific,[],2026-02-12T17:23:09.557405
Problems with red soil and solutions,"🌍 RED SOIL PROFILE

📊 Properties:
• Texture: sandy loam to loamy
• Drainage: good
• Nutrients: low in organic matter
• Water Holding: moderate
• pH: 5.5-6.5

🌱 Suitable Crops:
• groundnut, rice (upland), millets, pigeon pea

⚠️ Challenges:
• low fertility, erosion prone on slopes

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,['red'],2026-02-12T17:23:09.523362
What are the requirements for sugarcane cultivation?,"🌾 COMPLETE GUIDE: SUGARCANE IN PAKISTAN

📅 Season: spring, autumn, ratoon
🌱 Soil: deep fertile loamy, well-drained alluvial
🌡️ Temperature: 20-35°C
💧 Water: high, 1500-2500mm
📍 Regions: Punjab, Sindh

🎯 Varieties: CPF-248, CPF-247, HSF-240, S2006-US-633
💊 Fertilizer: NPK 250:115:115, urea
🐛 Pests: top borer, root borer
🦠 Diseases: red rot, whip smut
📈 Yield: 600-800 maunds

⏱️ Duration: 10-16 months
🌾 Harvest: November 15 - March 31

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['sugarcane'],2026-02-12T17:23:09.536878
Problems with sandy loam soil and solutions,"🌍 SANDY LOAM SOIL PROFILE

📊 Properties:
• Texture: medium coarse
• Drainage: good to excellent
• Nutrients: low to moderate
• Water Holding: moderate
• pH: 6.0-7.5

🌱 Suitable Crops:
• maize, cotton, tomato, onion

⚠️ Challenges:
• nutrient leaching, requires more fertilizer

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,"['sandy', 'sandy loam']",2026-02-12T17:23:09.556405
Complete guide to growing gram (chickpea) in Pakistan?,"🌾 COMPLETE GUIDE: GRAM (CHICKPEA) IN PAKISTAN

📅 Season: rabi
🌱 Soil: sandy loam, well-drained loamy
🌡️ Temperature: 15-25°C
💧 Water: low, 300-500mm, rainfed preferred
📍 Regions: Punjab, Sindh

🎯 Varieties: Desi (ICC-4958), Kabuli (BENA), Noor-91, Thal-2006
💊 Fertilizer: DAP 50-100 kg/acre, organic manure
🐛 Pests: pod borer, cutworm
🦠 Diseases: ascochyta blight, wilt
📈 Yield: 15-25 maunds, 600-1000 kg

⏱️ Duration: 90-120 days
🌾 Harvest: February 15 - March 31

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['gram (chickpea)'],2026-02-12T17:23:09.522365
Which season is best for chili in Pakistan?,"🌾 COMPLETE GUIDE: CHILI IN PAKISTAN

📅 Season: kharif
🌱 Soil: sandy loam, loamy
🌡️ Temperature: 20-30°C
💧 Water: moderate, 400-600mm
📍 Regions: Punjab, Sindh

🎯 Varieties: Longi, Mirch-444, NAB-503, Kashmiri (for red)
💊 Fertilizer: NPK 120:60:60, urea
🐛 Pests: thrips, mites
🦠 Diseases: anthracnose, leaf curl
📈 Yield: 30-50 maunds (green), 15-25 maunds (dry red)

⏱️ Duration: 90-120 days
🌾 Harvest: September 15 - November 30

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['chili'],2026-02-12T17:23:09.527863
Best time to plant date palm in Pakistan?,"🌾 COMPLETE GUIDE: DATE PALM IN PAKISTAN

📅 Season: summer
🌱 Soil: well-drained sandy, loamy
🌡️ Temperature: 25-40°C
💧 Water: low to moderate, 600-800mm annually
📍 Regions: Balochistan (Makran), Sindh (Thar)

🎯 Varieties: Aseel, Begum Jangi, Khadrawi, Zahidi
💊 Fertilizer: NPK 50:30:50, urea
🐛 Pests: red palm weevil, date palm scale
🦠 Diseases: date palm decline, bayoud disease
📈 Yield: 40-80 maunds, 2000-4000 kg

⏱️ Duration: perennial, 4-6 years to bearing
🌾 Harvest: July 15 - October 31

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['date palm'],2026-02-12T17:23:09.540875
What soil is best for apple in Pakistan?,"🌾 COMPLETE GUIDE: APPLE IN PAKISTAN

📅 Season: autumn
🌱 Soil: well-drained loamy, sandy loam
🌡️ Temperature: 15-28°C
💧 Water: moderate, 800-1200mm annually
📍 Regions: KPK (Swat, Hazara), Gilgit-Baltistan

🎯 Varieties: Kashmiri (Delicious), Red Delicious, Golden Delicious, Gala
💊 Fertilizer: NPK 150:75:75, urea
🐛 Pests: codling moth, apple maggot
🦠 Diseases: apple scab, powdery mildew
📈 Yield: 80-150 maunds, 4000-7500 kg

⏱️ Duration: perennial, 4-5 years to bearing
🌾 Harvest: July 15 - October 15

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['apple'],2026-02-12T17:23:09.534870
Best practices for barley cultivation?,"🌾 COMPLETE GUIDE: BARLEY IN PAKISTAN

📅 Season: rabi
🌱 Soil: loamy, clay loam
🌡️ Temperature: 10-25°C
💧 Water: low to moderate, 350-500mm
📍 Regions: Punjab, Sindh

🎯 Varieties: Jau-95, B-600, Ac barley, Haritaki
💊 Fertilizer: NPK 60:30:20, urea
🐛 Pests: aphids, armyworm
🦠 Diseases: rust, loose smut
📈 Yield: 20-35 maunds, 800-1400 kg

⏱️ Duration: 90-110 days
🌾 Harvest: March 15 - April 30

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['barley'],2026-02-12T17:23:09.542876
How to manage desert soil effectively?,"🌍 DESERT SOIL PROFILE

📊 Properties:
• Texture: sandy
• Drainage: excessive
• Nutrients: very low
• Water Holding: very poor
• pH: 7.0-9.0

🌱 Suitable Crops:
• millet, sorghum, pearl millet, cluster bean

⚠️ Challenges:
• aridity, sand movement

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,['desert'],2026-02-12T17:23:09.524358
Tell me about sorghum farming practices in Pakistan.,"🌾 COMPLETE GUIDE: SORGHUM IN PAKISTAN

📅 Season: kharif
🌱 Soil: well-drained loamy, sandy loam
🌡️ Temperature: 25-35°C
💧 Water: moderate, 450-650mm
📍 Regions: Punjab, Sindh

🎯 Varieties: YSS-39, SSG-59, CSV-15, SPV-1411
💊 Fertilizer: NPK 80:40:20, urea
🐛 Pests: stem borer, shoot fly
🦠 Diseases: anthracnose, grain mold
📈 Yield: 35-55 maunds, 1500-2500 kg

⏱️ Duration: 90-120 days
🌾 Harvest: September 15 - November 15

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['sorghum'],2026-02-12T17:23:09.525358
Integrated pest management for maize,"🐛 IPM FOR MAIZE

Pests: stem borer, armyworm, shoot fly
Diseases: northern corn leaf blight, stalk rot

IPM Strategies:
1. Cultural: Rotation, sanitation
2. Mechanical: Traps, hand picking
3. Biological: Beneficial insects, Bt
4. Chemical: Last resort

Monitor weekly, act at threshold",practical,['maize'],2026-02-12T17:23:09.533870
Crops suitable for black soil in Pakistan,"🌍 BLACK SOIL PROFILE

📊 Properties:
• Texture: clayey
• Drainage: poor when wet
• Nutrients: high in calcium/magnesium
• Water Holding: good
• pH: 7.0-8.5

🌱 Suitable Crops:
• cotton, sugarcane, wheat, sorghum

⚠️ Challenges:
• cracks when dry, hard to work when wet

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,['black'],2026-02-12T17:23:09.537876
Crops suitable for red soil in Pakistan,"🌍 RED SOIL PROFILE

📊 Properties:
• Texture: sandy loam to loamy
• Drainage: good
• Nutrients: low in organic matter
• Water Holding: moderate
• pH: 5.5-6.5

🌱 Suitable Crops:
• groundnut, rice (upland), millets, pigeon pea

⚠️ Challenges:
• low fertility, erosion prone on slopes

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,['red'],2026-02-12T17:23:09.536878
Difference between mango and watermelon cultivation in Pakistan,"🌾 COMPARISON: MANGO vs WATERMELON

┌──────────────┬────────────────────┬────────────────────┐
│ Attribute    │ Mango              │ Watermelon         │
├──────────────┼────────────────────┼────────────────────┤
│ Season       │ summer             │ kharif             │
│ Duration     │ perennial          │ 75-90 days         │
│ Soil         │ well-drained loamy │ sandy loam         │
│ Water        │ moderate           │ moderate           │
│ Yield/Acre   │ 40-100 maunds      │ 100-180 maunds     │
└──────────────┴────────────────────┴────────────────────┘

Mango: Punjab (Multan, Bahawalpur), Sindh
Watermelon: Punjab, Sindh",comparison_crop,"['mango', 'watermelon']",2026-02-12T17:23:09.529870
Crop rotation benefits for gram (chickpea) farming,"📋 GRAM (CHICKPEA) PRACTICAL GUIDE

1. Varieties: Desi (ICC-4958), Kabuli (BENA)
2. Soil: sandy loam
3. Season: rabi
4. Fertilizer: DAP 50-100 kg/acre
5. Water: low
6. Yield: 15-25 maunds, 600-1000 kg

Contact Extension Officer for details",practical,['gram (chickpea)'],2026-02-12T17:23:09.524358
Difference between alluvial and mountain soil,"📊 COMPARISON: ALLUVIAL vs MOUNTAIN SOIL

┌─────────────┬────────────────┬────────────────┐
│ Property    │ Alluvial       │ Mountain       │
├─────────────┼────────────────┼────────────────┤
│ Texture     │ variable       │ variable, often stony │
│ Drainage    │ good           │ excessive      │
│ Water Hold  │ variable       │ poor           │
│ Nutrients   │ high           │ variable       │
└─────────────┴────────────────┴────────────────┘

Alluvial crops: rice, wheat, sugarcane
Mountain crops: maize, wheat, potato",comparison_soil,"['mountain', 'alluvial']",2026-02-12T17:23:09.542876
How much seed rate for groundnut per acre?,"🌾 COMPLETE GUIDE: GROUNDNUT IN PAKISTAN

📅 Season: kharif
🌱 Soil: well-drained sandy loam, loamy sand
🌡️ Temperature: 25-30°C
💧 Water: moderate, 500-700mm
📍 Regions: Punjab, Sindh

🎯 Varieties: BARD-482, Golden, Jumber-95, M-522
💊 Fertilizer: NPK 40:60:40, DAP
🐛 Pests: termites, white grub
🦠 Diseases: early leaf spot, late leaf spot
📈 Yield: 25-40 maunds (pods), 1000-1600 kg

⏱️ Duration: 120-140 days
🌾 Harvest: October 15 - November 30

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['groundnut'],2026-02-12T17:23:09.531872
Complete guide to growing citrus in Pakistan?,"🌾 COMPLETE GUIDE: CITRUS IN PAKISTAN

📅 Season: winter
🌱 Soil: well-drained loamy, sandy loam
🌡️ Temperature: 13-35°C
💧 Water: moderate, 800-1200mm annually
📍 Regions: Punjab (Sahiwal, Sargodha), Sindh

🎯 Varieties: Kinnow, Fasl-a, Blood Red, Succari
💊 Fertilizer: NPK 200:100:100, urea
🐛 Pests: citrus psylla, fruit fly
🦠 Diseases: citrus canker, huanglongbing (HLB)
📈 Yield: 80-150 maunds, 4000-7500 kg

⏱️ Duration: perennial, 3-4 years to bearing
🌾 Harvest: November 15 - March 31

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['citrus'],2026-02-12T17:23:09.545876
What are the Kharif crops in Pakistan?,"📅 KHARIF CROPS (Apr-Jul sowing, Sep-Dec harvest)

Cereals: Rice, Maize, Sorghum, Millets
Cash: Cotton
Oilseeds: Sunflower, Groundnut
Pulses: Mungbean, Urdbean
Vegetables: Tomato, Chili, Okra, Brinjal
Fruits: Mango, Guava, Melons

Key: Rice and cotton are major Kharif crops",pakistan_specific,[],2026-02-12T17:23:09.526355
What are the requirements for maize cultivation?,"🌾 COMPLETE GUIDE: MAIZE IN PAKISTAN

📅 Season: kharif, spring
🌱 Soil: well-drained loamy, sandy loam
🌡️ Temperature: 18-27°C
💧 Water: moderate, 500-800mm
📍 Regions: Punjab, KPK

🎯 Varieties: Azam, Jalal, Pioneer hybrids, NK hybrids
💊 Fertilizer: NPK 150:75:75, urea
🐛 Pests: stem borer, armyworm
🦠 Diseases: northern corn leaf blight, stalk rot
📈 Yield: 60-100 maunds, 3500-5000 kg

⏱️ Duration: 90-110 days
🌾 Harvest: September 15 - October 30

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['maize'],2026-02-12T17:23:09.531872
Water retention capabilities of clay loam soil,"🌍 CLAY LOAM SOIL PROFILE

📊 Properties:
• Texture: medium fine
• Drainage: moderate
• Nutrients: moderate to high
• Water Holding: good to high
• pH: 6.0-7.5

🌱 Suitable Crops:
• wheat, rice, cotton, sugarcane

⚠️ Challenges:
• compaction, slow drainage

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,"['clay loam', 'clay']",2026-02-12T17:23:09.539877
How to increase spinach yield per acre?,"🌾 COMPLETE GUIDE: SPINACH IN PAKISTAN

📅 Season: rabi
🌱 Soil: loamy, sandy loam
🌡️ Temperature: 15-20°C
💧 Water: moderate, 300-400mm
📍 Regions: All Pakistan

🎯 Varieties: Local Green, Punjab Green, All Green
💊 Fertilizer: NPK 60:40:40, urea
🐛 Pests: leaf miner, aphids
🦠 Diseases: downy mildew, powdery mildew
📈 Yield: 40-70 maunds, 2000-3500 kg

⏱️ Duration: 30-45 days
🌾 Harvest: November 15 - March 31, multiple cuttings possible

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['spinach'],2026-02-12T17:23:09.521355
Best practices for watermelon cultivation?,"🌾 COMPLETE GUIDE: WATERMELON IN PAKISTAN

📅 Season: kharif
🌱 Soil: sandy loam, loamy sand
🌡️ Temperature: 25-35°C
💧 Water: moderate, 400-600mm
📍 Regions: Punjab, Sindh

🎯 Varieties: Sugar Baby, Crimson Sweet, Charleston Gray, Qasmi
💊 Fertilizer: NPK 80:40:40, urea
🐛 Pests: fruit fly, aphids
🦠 Diseases: fusarium wilt, anthracnose
📈 Yield: 100-180 maunds, 5000-9000 kg

⏱️ Duration: 75-90 days
🌾 Harvest: July 15 - September 15

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['watermelon'],2026-02-12T17:23:09.545876
Best crops for Sindh's hot and humid climate?,"🌾 SINDH AGRICULTURE

Major Crops:
• Rice (IRRI varieties)
• Cotton, Sugarcane
• Mangoes (Sindhri)
• Bananas

Challenges:
• Water scarcity
• Salinity
• Monsoon flooding

Hot, humid climate
Indus River irrigation",pakistan_specific,[],2026-02-12T17:23:09.541879
Best practices for apple cultivation?,"🌾 COMPLETE GUIDE: APPLE IN PAKISTAN

📅 Season: autumn
🌱 Soil: well-drained loamy, sandy loam
🌡️ Temperature: 15-28°C
💧 Water: moderate, 800-1200mm annually
📍 Regions: KPK (Swat, Hazara), Gilgit-Baltistan

🎯 Varieties: Kashmiri (Delicious), Red Delicious, Golden Delicious, Gala
💊 Fertilizer: NPK 150:75:75, urea
🐛 Pests: codling moth, apple maggot
🦠 Diseases: apple scab, powdery mildew
📈 Yield: 80-150 maunds, 4000-7500 kg

⏱️ Duration: perennial, 4-5 years to bearing
🌾 Harvest: July 15 - October 15

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['apple'],2026-02-12T17:23:09.558403
How to manage sandy soil effectively?,"🌍 SANDY SOIL PROFILE

📊 Properties:
• Texture: coarse
• Drainage: excellent
• Nutrients: low to medium
• Water Holding: poor
• pH: 6.0-8.0

🌱 Suitable Crops:
• groundnut, watermelon, carrot, potato

⚠️ Challenges:
• nutrient leaching, dries quickly

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,['sandy'],2026-02-12T17:23:09.519840
pH range and management of alluvial soil,"🌍 ALLUVIAL SOIL PROFILE

📊 Properties:
• Texture: variable
• Drainage: good
• Nutrients: high
• Water Holding: variable
• pH: 6.0-8.0

🌱 Suitable Crops:
• rice, wheat, sugarcane, cotton

⚠️ Challenges:
• flooding risk, erosion

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,['alluvial'],2026-02-12T17:23:09.532869
Crop rotation benefits for sunflower farming,"📋 SUNFLOWER PRACTICAL GUIDE

1. Varieties: Hysun-33, Hysun-39
2. Soil: well-drained loamy
3. Season: rabi, spring
4. Fertilizer: NPK 60:40:20
5. Water: moderate
6. Yield: 25-40 maunds, 1000-1500 kg

Contact Extension Officer for details",practical,['sunflower'],2026-02-12T17:23:09.557405
How to prepare compost for agricultural use?,"🔨 LAND PREPARATION FOR COTTON

Best Soil: well-drained loamy, black soil, alluvial

Steps:
1. Clear residues (1 week before)
2. Deep plough 15-20cm
3. Second plough after 7-10 days
4. Harrow for fine tilth
5. Level properly
6. Add basal fertilizer
7. Make irrigation channels",practical,[],2026-02-12T17:23:09.536878
Problems with sandy loam soil and solutions,"🌍 SANDY LOAM SOIL PROFILE

📊 Properties:
• Texture: medium coarse
• Drainage: good to excellent
• Nutrients: low to moderate
• Water Holding: moderate
• pH: 6.0-7.5

🌱 Suitable Crops:
• maize, cotton, tomato, onion

⚠️ Challenges:
• nutrient leaching, requires more fertilizer

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,"['sandy', 'sandy loam']",2026-02-12T17:23:09.524358
Problems with alluvial soil and solutions,"🌍 ALLUVIAL SOIL PROFILE

📊 Properties:
• Texture: variable
• Drainage: good
• Nutrients: high
• Water Holding: variable
• pH: 6.0-8.0

🌱 Suitable Crops:
• rice, wheat, sugarcane, cotton

⚠️ Challenges:
• flooding risk, erosion

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,['alluvial'],2026-02-12T17:23:09.536878
Water retention capabilities of sandy soil,"🌍 SANDY SOIL PROFILE

📊 Properties:
• Texture: coarse
• Drainage: excellent
• Nutrients: low to medium
• Water Holding: poor
• pH: 6.0-8.0

🌱 Suitable Crops:
• groundnut, watermelon, carrot, potato

⚠️ Challenges:
• nutrient leaching, dries quickly

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,['sandy'],2026-02-12T17:23:09.544877
Problems with sandy loam soil and solutions,"🌍 SANDY LOAM SOIL PROFILE

📊 Properties:
• Texture: medium coarse
• Drainage: good to excellent
• Nutrients: low to moderate
• Water Holding: moderate
• pH: 6.0-7.5

🌱 Suitable Crops:
• maize, cotton, tomato, onion

⚠️ Challenges:
• nutrient leaching, requires more fertilizer

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,"['sandy', 'sandy loam']",2026-02-12T17:23:09.521355
Rice cultivation in Pakistan - complete guide?,"Pakistan agriculture: Diverse across provinces. Punjab leads in wheat/rice, Sindh in rice/cotton, Balochistan in dates/fruits, KPK in fruits/vegetables. Contact local extension for specifics.",pakistan_specific,['rice'],2026-02-12T17:23:09.543879
Cost of cultivating groundnut per acre in Pakistan,"📋 GROUNDNUT PRACTICAL GUIDE

1. Varieties: BARD-482, Golden
2. Soil: well-drained sandy loam
3. Season: kharif
4. Fertilizer: NPK 40:60:40
5. Water: moderate
6. Yield: 25-40 maunds (pods), 1000-1600 kg

Contact Extension Officer for details",practical,['groundnut'],2026-02-12T17:23:09.536878
How do I grow sunflower in Pakistan?,"🌾 COMPLETE GUIDE: SUNFLOWER IN PAKISTAN

📅 Season: rabi, spring
🌱 Soil: well-drained loamy, sandy loam
🌡️ Temperature: 20-30°C
💧 Water: moderate, 400-600mm
📍 Regions: Punjab, Sindh

🎯 Varieties: Hysun-33, Hysun-39, SF-187, S-278
💊 Fertilizer: NPK 60:40:20, urea
🐛 Pests: head borer, jassids
🦠 Diseases: downy mildew, alternaria leaf spot
📈 Yield: 25-40 maunds, 1000-1500 kg

⏱️ Duration: 90-110 days
🌾 Harvest: June 15 - July 15

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['sunflower'],2026-02-12T17:23:09.522365
Which season is best for barley in Pakistan?,"🌾 COMPLETE GUIDE: BARLEY IN PAKISTAN

📅 Season: rabi
🌱 Soil: loamy, clay loam
🌡️ Temperature: 10-25°C
💧 Water: low to moderate, 350-500mm
📍 Regions: Punjab, Sindh

🎯 Varieties: Jau-95, B-600, Ac barley, Haritaki
💊 Fertilizer: NPK 60:30:20, urea
🐛 Pests: aphids, armyworm
🦠 Diseases: rust, loose smut
📈 Yield: 20-35 maunds, 800-1400 kg

⏱️ Duration: 90-110 days
🌾 Harvest: March 15 - April 30

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['barley'],2026-02-12T17:23:09.557405
Compare sandy loam and red soils for agriculture,"📊 COMPARISON: SANDY LOAM vs RED SOIL

┌─────────────┬────────────────┬────────────────┐
│ Property    │ Sandy Loam     │ Red            │
├─────────────┼────────────────┼────────────────┤
│ Texture     │ medium coarse  │ sandy loam to loamy │
│ Drainage    │ good to excellent │ good           │
│ Water Hold  │ moderate       │ moderate       │
│ Nutrients   │ low to moderate │ low in organic matter │
└─────────────┴────────────────┴────────────────┘

Sandy Loam crops: maize, cotton, tomato
Red crops: groundnut, rice (upland), millets",comparison_soil,"['red', 'sandy', 'sandy loam']",2026-02-12T17:23:09.529870
spinach cultivation guide for Pakistani farmers,"🌾 COMPLETE GUIDE: SPINACH IN PAKISTAN

📅 Season: rabi
🌱 Soil: loamy, sandy loam
🌡️ Temperature: 15-20°C
💧 Water: moderate, 300-400mm
📍 Regions: All Pakistan

🎯 Varieties: Local Green, Punjab Green, All Green
💊 Fertilizer: NPK 60:40:40, urea
🐛 Pests: leaf miner, aphids
🦠 Diseases: downy mildew, powdery mildew
📈 Yield: 40-70 maunds, 2000-3500 kg

⏱️ Duration: 30-45 days
🌾 Harvest: November 15 - March 31, multiple cuttings possible

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['spinach'],2026-02-12T17:23:09.526355
How to prepare land for okra cultivation?,"🔨 LAND PREPARATION FOR OKRA

Best Soil: loamy, sandy loam, well-drained

Steps:
1. Clear residues (1 week before)
2. Deep plough 15-20cm
3. Second plough after 7-10 days
4. Harrow for fine tilth
5. Level properly
6. Add basal fertilizer
7. Make irrigation channels",practical,['okra'],2026-02-12T17:23:09.523362
Water holding capacity comparison: mountain vs red,"📊 COMPARISON: MOUNTAIN vs RED SOIL

┌─────────────┬────────────────┬────────────────┐
│ Property    │ Mountain       │ Red            │
├─────────────┼────────────────┼────────────────┤
│ Texture     │ variable, often stony │ sandy loam to loamy │
│ Drainage    │ excessive      │ good           │
│ Water Hold  │ poor           │ moderate       │
│ Nutrients   │ variable       │ low in organic matter │
└─────────────┴────────────────┴────────────────┘

Mountain crops: maize, wheat, potato
Red crops: groundnut, rice (upland), millets",comparison_soil,"['red', 'mountain']",2026-02-12T17:23:09.541879
Tell me about mustard farming practices in Pakistan.,"🌾 COMPLETE GUIDE: MUSTARD IN PAKISTAN

📅 Season: rabi
🌱 Soil: loamy, sandy loam
🌡️ Temperature: 10-25°C
💧 Water: low to moderate, 250-400mm
📍 Regions: Punjab, Sindh

🎯 Varieties: Raya Anmol, Punjab Sarson, Con-ola, Hyola-401
💊 Fertilizer: NPK 60:40:40, urea
🐛 Pests: aphids, painted bug
🦠 Diseases: white rust, downy mildew
📈 Yield: 20-35 maunds, 900-1500 kg

⏱️ Duration: 110-130 days
🌾 Harvest: March 15 - April 15

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['mustard'],2026-02-12T17:23:09.526355
loamy vs alluvial: which has better drainage?,"📊 COMPARISON: LOAMY vs ALLUVIAL SOIL

┌─────────────┬────────────────┬────────────────┐
│ Property    │ Loamy          │ Alluvial       │
├─────────────┼────────────────┼────────────────┤
│ Texture     │ medium         │ variable       │
│ Drainage    │ good           │ good           │
│ Water Hold  │ good           │ variable       │
│ Nutrients   │ moderate to high │ high           │
└─────────────┴────────────────┴────────────────┘

Loamy crops: most crops, vegetables, fruits
Alluvial crops: rice, wheat, sugarcane",comparison_soil,"['loamy', 'alluvial']",2026-02-12T17:23:09.556405
Crops suitable for alluvial soil in Pakistan,"🌍 ALLUVIAL SOIL PROFILE

📊 Properties:
• Texture: variable
• Drainage: good
• Nutrients: high
• Water Holding: variable
• pH: 6.0-8.0

🌱 Suitable Crops:
• rice, wheat, sugarcane, cotton

⚠️ Challenges:
• flooding risk, erosion

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,['alluvial'],2026-02-12T17:23:09.542876
